Reviewer Name,Reviews
Jerson M. Castro,"I want to love this watch. I think it looks great. I was interested in all the different exercises on it that can be tracked, the main one being the running gps and pace tracker. They both kinda suck. The pace by tracker for sure needs updating because when I was walking casually, the watch said I was going 15mph and during my runs it said I was going 7min mile pace which I know I wasn't doing. The distance tracker is alright, it tracks more than your actual distance, sometimes by .10mi and I know this since I compared it with other running apps and an apple watch. Pedometer is interesting, I don't think it really tracks steps, instead it tracks what feels like a step. I sit at work all day and move my arms often so I think it tracks those movements as steps.The Mobvoi app needs updating as well. I find myself just using Google fit instead which I don't want to? If TicWatch has it's own app if prefer to use that.The battery life is good. I charge it every time I shower. It's never gotten below 50% after an entire day use with 24hr tracking.Sleep tracker is absolute garbage. Nothing more to say about that.Watch has no indoor treadmill tracker, which is where I find myself using Google fit, but has a way to track you doing archery...I feel like returning this watch and spending more money on a Garmin."
Jerson M. Castro,"Got this Pro 3 Ultra to replace an older E3 Ticwatch. The face is slightly thicker, but after a few hours I figured out how much it stuck up off my wrist and stopped catching it on everything. Despite the abuse, the screen and body showed no wear. Speaking of the screen, it is much crisper and the colors are much brighter than the E3. The other big improvement is the battery life. On the E3 a full 12 hour day of wearing (with moderate use) would bring the battery down to sub 20%. The Pro 3 Ultra has been on my wrist for 22 hours straight several times and each time the battery was still above 70%.Over all this watch is a good, solid improvement on earlier models, while still retaining the simplicity of Wear OS. This watch makes a good upgrade to an older Ticwatch or as a good introduction to a Movbi product."
Kindle Customer,"I have been a TicWatch user since the first generation. I've had the TicWatch E, GTH, E3, and now the Pro 3 Ultra. The watches keep getting better and better. The Pro 3 Ultra has a great screen. Everything is easy to read and nice and crisp.  The battery life is great! It lasts about 4 days on one charge. I don't like wear my watch when sleeping, so I can't say how the sleep tracker is.  I hope they will update to the new Wear OS 3 or 3.5 soon."
Nick,I love the watch design and the two buttons.  The watch band is good quality and fits well.  It does everything I want it to and it is quick to respond.  The operating system and the Dual layers display to save battery life are the best part of the watch. All notifications come over clear and you can read everything easily.  The tracking is accurate. It works well with google fit but also has Mobvoi fitness apps. The battery life is better than any smartwatch I have tried. 3-4 days battery life with all of the tracking turned on.  Phone calls through the watch are better than expected with the audio sounding clear.
Nick,"I purchased this watch and have been using it for about a week. Overall, I am extremely impressed. I had a chance to see a GW4 in use, and the battery life was not worth it. After some searching, I decided upon the TW3 Ultra GPS. There are only a couple of nitpicks. The sleep tracking has been sporadic and seem to work about half the time. I did find that setting non-tracking hours seemed to help. Also, the Mobvoi app needs work. On the plus side, the display is great, and the dual display is a feature I didn't know I needed. I find I'm using it most often as I'm driving just to look at the time. The Wear OS watch face options seem limited unless you utilize Facer or another similar app. The Samsung Galaxy Store did appear more robust with its watch face selection. The big reason I bought this watch though was for the battery. Even with all features turned on, I still average 4- 5 days of use between charges. I have found that even when the battery is extremely low, the essential mode still allows for the basic watch functions. Despite the few issues I mentioned above (and, honestly, what technology doesn't have some issue?), I still give this watch 5 stars as it definitely has exceeded my expectations for a smartwatch that wasn't Samsung or Apple. My GW3 still works after three years, and I didn't feel the GW4 was a step up. Hopefully, the TicWatch performs as long or longer...."
Frederick F. Kantz,"This is a great watch.The size of the watch is one of the best, sleek looking, and very functional. The dual screens do make a difference when it comes to battery life and the ease of being able to look at time, steps, and basic necessities. The design is a little more rugged then older Ticwatches but looks awesome. When I switched to a magnetic band it made the watch look a lot better as well. The ease of setting everything up was great and being able to use NFC without pulling out my phone make life a lot easier. I would have liked the dial to be able to move and control the watch but does not deter from the watch. I would have also liked to have wireless charging but again doesn't take away from the watch. This also has been awesome for working out and tracking heart rate within the Ticwatch and Google apps. Will definitely stick with Ticwatch in the future."
Ekimnosneb,"This watch is totally perfect for the buck!All features worked perfectly and the battery lasts for more than 2 weeks because of the low power essential mode screen. Workout stats are also very accurate and I didn't have any issue using any of the workout modes. Sleep tracking is extremely useful along with the SpO2 tracking, which helps me manage my sleep better. Moreover, the weight is also not that much and I find it easier to exercise with as compared to some of the other smartwatch brands I own. All in all, it's a great buy for the price! Definitely recommend"
Frogroast,"In general, the watch works fairly well. It can Call, Text, and Tap to Pay perfectly. However, the Reminder app that is permanently installed does not function at all. I downloaded 'My Fitness Pal' App to calorie count and the voice to text option does not work. There seems to be an issue with the voice functionality as even google assistant is unable to set reminders or perform other various tasks. Also, many intuitive options are completely missing from this watch. You cannot remove or even hide numerous apps that are preloaded onto the watch. This makes the app screen permanently clutter with useless apps. Small QOL options like making alarms that are set from your phone to be silent on the watch are blatantly missing. So every morning my alarm for work also goes off on my watch with an unchangeable sound that I cannot switch off, which is unfortunate and completely fixable with a decent software update.  The watch has good bones and a great look, but it is Not Fully Functional in its current state. With a 200+ price point I would definitely recommend researching other options before buying."
superbrain,"I've been using smartwatches for almost 10 years, starting out with the original Pebble watch.In all this time, I've had several smartwatches I've loved, but this one takes the cake as the best smartwatch I've had so far.At first, I was concerned with how big the watch would look on my wrist. I have fairly small ones, but it does look nice even though it's probably the biggest watch I've had.The battery lasts much longer than other Wear OS watches I've had.I charged it on Friday afternoon, went on a weekend trip without my charger (which felt weird, since it's the first time I've been able to do that in a while), and still had enough juice when I got home.During that trip I also went swimming, watch and all, to see how waterproof it'd be. The watch performed quite well during the test.I must say I'm not particularly focused on fitness, so I can't say much about that side of it. I've been tracking my heartrate and it feels accurate, but I can't say much more about that.Another thing I'd like to add that feels great is the secondary display. It kinda reminds me of my Pebble times with the screen,, but it's nice to have that's packed with more features. I love an always-on display, and knowing this one works without draining the battery is wonderful. Plus, I love being able to customise the colour of the screen when it lights up.Talking about displays, I love the one on this one. The screen feels crisp and is very nice to look at.Overall, I've had the watch for about a little over a week now and I'm very impressed with it.Only thing I'd change about it would be having rotating crowns that scroll, but that's about it. I'd totally recommend it to anyone looking for a new WearOS watch."
EriqX,"This watch is totally bang for the buck!All features worked perfectly and the battery lasts for more than 2 weeks because of the low power essential mode screen. Workout stats are also very accurate and I didn't have any issue using any of the workout modes. Sleep tracking is extremely useful along with the SpO2 tracking, which helps me manage my sleep better. Moreover, the weight is also not that much and I find it easier to exercise with as compared to some of the other smartwatch brands I own. All in all, it's a great buy for the price! Definitely recommended for someone in budget."
EriqX,I have been using Ticwatch from couple of years. Looking at the latest version it is definite the watch has improved a lot compared to it's predecessors. The look and feel of this watch is premium and the software is quite smooth. The different exercises which has been introduced is what I liked the most. Sleep tracking is good but needs more improvement. Since the watch is big I am not that confident to sleep wearing it. I would definitely recommend to give this watch a try.
nick palmitessa,"This is a really greta smart watch. The battery life us the best, 3 full days of battery, everyday I do one hour walk around the neighborhood and I go bouldering in the evenings, so basically 3 hrs of training every day and I track it with the TicExercie app in the watch, and still lasts for 3 days.I don't use all the features or sensors it has, only gps, step counter, heart rate while exercising and sleep tracking. I know it has a bunch of other stuff but for me what I use it for is more than enough.I like the dual display, having the liquid crystal display definitely saves battery, it is limited to show only date/time and steps normally, and shows a little bit more of info when training (heart rate, calories, duration, maybe distance, depends on the exercise), but there is no costumization on that screen. The only thing you can costumize for that screen is the color it flashes when you turn your wrist. The back light is great to see ut at night without actually turning the oled display, that us great. The color tho, I played with all the colors but all seemed too bright, so I just left the default which is good enough to not burn my eyes in the middle of the night.I changed the strap to a different one, the one it comes with is good but I cant stand the silicone ones, they make me sweat, personal preference, and there are a bunch of cheap straps in here.Performance wise, the watch is great, responsive at all times, even low battery, very fast, Bluetooth connection to the phone is always on point (on other older watches I had trouble keeping it connected and intermittently loosing connection, tic watches).10/10 for me, you got me at 3 days battery life."
nick palmitessa,"I have been buying tic watches since they were croudfunded. The ability to stay relevant in such a cloudy market speaks volumes for them.This watch is absolutely beautiful, it's sleek and unassuming yet powerful and bold. So far the battery has been excellent, notifications vibrate enough that I haven't gotten used to it yet as I do with all my other smart watches. So happy that Mobvoi stuck with WearOS as I enjoy the native functionality with Mt android phone.The watch feels great to wear, the band is comfortable and soft. The watch itself is sleek yet big enough for my big self..I am still testing all the features but so far everything works as advertised, gps is accurate and the heart rate monitor matches that of my blood pressure monitor. Very pleased with this purchase and will be buying a few more for Xmas presents."
Nicholas,"I have had several smartwatches and so far the ticwatch pro 3 ultra GPS has been the best, in both responsiveness, sports tracking, healthcare. In an normal day with 100% I can use the watch for almost 3 days. I love the dual display mode. As soon as I get into my treadmill and start walking the Ticwatch pro 3 detects it and during the exercise  period informs me on distance and steps. The smartwatch is gorgeous, display is great and responsive. It is really snappy to handle. Being the OS Wear OS gives me access to the great catalog of apps for Wear OS in the Play Store.  I am very happy. Thank you Mobvoi for an excellent product."
Nicholas,"I loved the big display.  Nice smart watch.  Sleep tracking wasn't too good.  Decent for the price,"
Ryan Burket,"So to get the most out of this watch, they want you to install the Mobvoi app. That's fine. But after doing so, I wasn't able to get log in or register. I kept getting ""network error"". So I went to my PC to see if I could sort it out there. Also unable to register or log in. I thought that was peculiar and decided to give a bit as maybe they were having some technical issues.So an hour later I try again - no luck. Then it dawns on me... I'm blocking all traffic to and from China on my firewall. Once I bypassed that everything worked fine.All that to say, the Mobvoi app(s) is sending data to China. If you're cool with that, it's a great watch. Has a nice weight to it, perfect size, awesome screen."
Ryan Burket,"Love the watch, everything works as advertised. Just wish the battery life was longer."
Amanda Fisk,"I simply got tired of waiting for the new Pixel Watch.  After now seeing that rendering I am super happy I went with the Ultra Pro 3.  It definitely looks more rugged and not a single scratch after banging it around many times.There are numerous reasons I bought this watch, one of the best features I use daily is non contact NFC Google Pay at the market.  I find all the other features useful as well.  Sleep tracking, heart monitor, GPS with workout route taken map.I have never run out of battery life using full feature no battery conserve.  I did buy an awesome charger stand for it. (Soarking Replacement Connection Charging Dock Compatible with TicWatch Pro 3 Charger Stand Station Case Friendly with 5 Feet Cable Black).I don't use any of the provided watch faces as I use the Facer App for that entertainment and superb custom faces.The phone call feature works seamlessly and has very clear sound on both ends.  Paired great with my new Pixel 6.I waited for it to go on sale and paid $255.00 which I think is a great deal for this highly featured watch.I am very pleased with this purchase and highly recommend it over all other Wear OS watches.Also,  the Google Assistant is awesome too.Looking forward to the Wear OS 3 update this fall."
Amanda Fisk,"The watch is a step above the Android Wear watches I’ve tried before. The watch works super smooth performance wise and doesn’t lag like some older models.Build quality is excellent, the buttons have a very satisfying click and the materials feel appropriate. One of my favorite things is the dual mode display, turning into a regular digital watch when not in use and saving on battery. Realistically I saw 2.5 days of usable battery life. Workout tracking was also decent although I couldn’t test the sleep tracking as I don’t like to wear a watch when I sleep.The only downside in my case is that the cable is regular USB rather than Type-C like all my other devices."
Maxwell,"For the most part, the watch works as noted.  Battery life is reduced significantly if you use the always on screen.  If you turn that feature off, it uses a digital tone on tone screen, so you can see the time, but sometimes notifications don't pop up like they should.  Seems decent enough, maybe a tad bit overpriced for a knock off."
Domenic Nocera,"I returned this watch because the heart rate monitor was off by about 20 beats per minute.  I dropped this off at an Amazon location in UCI Irvine plaza.  It's been 3 weeks now and status shows my return has not been received therefore no refund yet.  I recommend not buying this watch and definitely not from this store.  If I had known I was not going to get my $280 back I would have just kept the watch....UPDATE...coincidentally I received my refund exactly 1 day after submitting my review.  So I increased the number of stars but can't give 5 because  I was stressed for about 2 weeks not seeing a refund.  The watch is nice, it just needs work on HRM feature....Their customer service personally reached out to me to try to resolve any issues...made me feel like they stand behind their products...I'm going from 1 star...to 3 stars...and now to 5 stars.  Product support and backing is very important to me."
Danny Hurtado,"I like this watch for a lot of reasons, but really my favorite thing about it is the battery life.  I know TicWatch is not the only company that does this, but the low power mode will keep it going for days (I think supposedly up to a month) in a passive, e-ink watch form.  Even with normal use it has lasted two days for me.It also does all the usual smart fitness watch things like tracking your steps, activities (WatchOS may have its problems but unless you use an apple watch,  you are stuck with it), sleep, heartrate, oxygen, etc.  I mostly use it running where it seems to track fine both indoors and outdoors.  I've used it swimming a couple times but only in a smaller pool... haven't tested it in an olympic size pool yet and I'm actually a bit leery about exposing it to the ocean even though it is supposed to be fine.It looks good and the watch band hasn't gotten smelly after daily use.I had a problem with the watch early on where it froze, but the manufacturer replaced the watch immediately which I appreciate.  I also received a new watch, not a refurbished one thankfully.Visibility on this watch is better than the last TicWatch model I had, meaning I can see in direct sunlight without a problem.Biggest downside for me is that the charger is not compatible with the last TicWatch I had and it's not wireless charging."
Ethan Pearson-Pomerantz,"                    The media could not be loaded.                 Got a watch.  I have been using watches from this manufacturer for a long time (at first there were Ticwatch Pro, then for about 5 years Ticwatch Pro 4g / LTE) and now I decided to buy myself on the occasion of Ticwatch Pro 3 Ultra GPS.  If anyone has doubts, I recommend.  They look great, comfortable to use and which is especially convenient the backlight of the second screen.  I have always missed her.  Speed, workmanship, appearance, the ability to make payments through GPay and all this right away.  I could try to look for the LTE version, but it's possible in the future if I decide.  For this money you can't find better watch.  Again, I used the previous model for several years and had no problems.  I recommend to buy."
customer,"Ok. I'm gonna make this quick.I'm not one to waffle.The good:StrongLooks greatFast chargeThe bad:Sometimes laggySometimes ears it's batteryLess than a year in, buttons becoming....less responsiveThe ugly:TrackingI bought this watch primarily for the tracking functions.The sleep function 👌SpO2: eh... It works sometimes...Stress tracker: Why botherAll that said, I love this watch even with it's shortcomings.I'm going to try a full reset/flush and see if that takes care of some of the issues I'm having.Will be back with update if things change"
Frogroast,"I have had a few different Ticwatches, but this one is by far my favorite. I think my favorite upgrades are the always on feature that looks almost like a white ink display and the extended battery life. I am able to get nearly twice as much usage of of my watch because I don't have to fully wake the device to check the time or battery life. These functions in the battery saving always on screen are literally a game changer. One other big upgrade is the fact that the watch is mainly made of metal vs plastic which makes the device feel much more premium. I'm definitely going to be using this watch as my daily driver."
superbrain,"The last few weeks the battery would die within a few hours.  Then a black screen with all sorts of letters and numbers was all over it.  Wont charge anymore.  I liked it when it worked, but wouldn't purchase again."
Lindsay ,"The Ticwatch Pro 3 Ultra GPS has good build quality and nice style.  The display is bright and clear even on the sunniest days.  The band is stiff but comfortable keeping the watch on the wrist. Battery life exceeded expectation lasting more than three days away from the charger.  The watch is always responsive and runs apps without hesitation. Now lets add cellular to this watch to make it truly independent, which it can do.  We won't mention the dated Wear OS.  Great watch with great fit, finish and style."
Lindsay ,"First off this has great battery life a full 3-days on a charge. The dual screens are a good idea and a great battery saver, giving you a readable time and date and battery life at all times. Unlike the last generation no notifications for calls or apps have been missed. It runs on where OS so there are more apps out there if you so desire. The touch controls and screen response are snappy and quick as well as the buttons. The only con I would give is for the Mobvoi app. There's not much to it and what is there is not very intuitive. The watch was able to pair with three different Android phones with three different versions of the Android OS. Overall it's a good choice if you don't want to be chained to a certain brand of phone."
Jim Davis,"Bought this because i liked the idea of having a battery that could last with modern health tracking features. However I was extremely let down.- Battery (Terrible)I went to sleep with 85% battery. slept for 9 hours and it was at 4 percent in the morning. I had it set to theater mode to keep the backlit screen from turning on, since disabling raise to wake doesn't prevent the backlit LCD from lighting up. Essentially the entire battery usage was solely from it monitoring my heart rate it seems. For reference my 2 year old Huawei Watch GT uses about 2-3% battery while I sleep and lasts about 10 days with continuous heart rate monitoring.- Sleep TrackingI slept 9 hours last night with both my Huawei Watch GT an the Ticwatch on. Huawei measured the full nights sleep, while the ticwatch measured only 2.5 hours of sleep.- Heart RateHowever Heart Rate monitoring is displayed in intervals showing the highest rate and the lowest rate in a set period of time through the mobvoi app on my phone. whereas my old watch GT would display a graph of the entire day. I couldn't find a way to see a graph of the entire day, which i prefer. I found HR monitoring to be almost useless for the way i like my information displayed.- Health FeaturesI partially got the Ticwatch because I read it will monitor spo2, and heartrate 24 hours. mosty I wanted to see my spo2 levels when sleeping (to find out if i possibly have sleep apnea). However with 24 hour monitoring enabled in the watch for all of it' different features (stress, spo2, heart rate, fatigue/energy) The only thing it would 24 hour monitor was the heart rate. I hadto go in and do manual tests for it's other features.OverallWell 36 hours into ownership I am sending it back. I watched videos and read a bunch of information on what it was supposed to do prior to buying it. And I was solely let down. 10 hours of battery life makes this useless to me, and the health features didn't seem to work the way I read they should. Perhaps I rea the wrong information and perhaps i didn't test it long enough. Either way, even if I could get all the 24 hour monitoring to work as I read, with 10 hours battery life (with 24 hour monitoring on) and about an hour and half to charge. It's not a viable option, at least for me."
B,"This is my third TicWatch and most definitely the best so far.Initial set up on the iPhone was not without issues, I had to reset and restart the install several times. However, once set up, it has been rock solid and reliable since."
Janki,"The app says it is connected to the watch but also shows no battery life even when the watch is 100% charged.  because of this, the synch between the two does not happen.  The features on the watch are really informative.  Look on the internet for a manual.  Nothing in the box. Not the most intuitive to set up. When all features are active the battery life seems to be just 8 hours.  I want the features and a watch, not a watch with features that I can use."
Harrison,"Very often when I try to reconnect it before I go to work it doesn't connect and I have to restart the watch, then it Often thinks I'm running or doing sum else and would incorrectly track my activities, it also dies too quickly even if I disabled the background tracking data it feels like it shouldn't be as low as it is its a nice watch but it really as it's downsides"
carlos romero,"This is it, Android user, this is the watch you need - if you are looking for the Apple Watch answer. This watch has the looks to beat the Apple watch and the features to beat any other Android watch I have tested. Outside of the Samsung watches, which are just that - Samsung bloatware watches; you will be hard pressed to find a more robust featured watch with such a strong battery life.Sport enthusiasts will love the accurate heart rate tracking, SPO2 tracking, stress level tracking, and workout modes. All far more accurate than some of the cheaper watches I have used in the past like Mi Band and Amazfit.Techno junkies will love being able to both read and full reply to messages from their wrist, take crystal clear calls from their wrist, and have music readily available to Bluetooth devices from the onboard storage.Minimalists will love the dual screen mode which lets this watch go for days without a charge while ALWAYS showing the time, date, steps, AND seconds - before it jumps to the full beautiful screen with notifications. (GREAT for those working in fields where time is important - first responders/nurses take note, this thing can take a beating and help out with ABCs). It can also have schedules in place to save battery even more with reducing the amount of sensors used, and if the are on, when they are used.If this watch is current state of Mobvoi, I am VERY excited for the future. This watch is legit."
carlos romero,"I have used the TicWatch pro 3 Ultra for a few days and here are my findings:+ Fast+ Ok Screen+ Fast integration with Android Wear [Not with google fit]+- Battery life is ok but not as I expected. Only if you dont work out, dont receive notifications, turn off location and wifi, then you can get more than 2 days. I did not try essential mode because in my opinion, that should be used in specific situations [Go travel, camping, running out of battery and no near charger]+- I wanted an Android Wear watch to easily sync with Google Fit. I noticed that the sinc is slow and needs to give full access or remove any battery restriction to both mobvoi, and google fit apps.- This watch looks like a toy compared with Fossil and Galaxy Watch4 and the Watch4 Classic.- The Mobvoi app is use less and after 3 days of use, the app stayed refreshing for ever. I couldnt use even clearing cache.- I found myself touching the wrong app while navigating the watch display due to missing the rotating bezel or crown.For the price of $299, I could easily recommend a Samsung Galaxy Watch4 or the classic because of the new integration with Android Wear, it looks premium, the screen is brighter and more colorful, and battery life is similar or better. Just wait for blackfriday or a big discount and you will be glad."
Swapnil,"Por su potencia y duración de batería, solo lo compararía con el Samsung W 5. Sin embargo, el precio es bastante inferior al de ese equipo."
Swapnil,
Amit,"I bought this watch a year ago with the one deciding factor that it would get Wear OS 3. But Mobvoi has decided to both not provide an update and not inform it's customer base as to when it is coming. Now that I am seeing lower battery life, an update to improve performance would be a much needed upgrade, but of course nothing from Mobvoi. (The last promise was end of year 2022)I have seen this before with other manufacturers. A promise that never happens. My thought is we will see a Ticwatch Pro 4, and maybe one half working update on the 3 before it gets discontinued, that is if we are lucky.I moved on. My Ticwatch is back in the box and my everyday is a $40 band that gives me 14 days of battery life. I may upgrade to this companies non wear os GTS model as this $40 band has been flawless.But no more Mobvoi, never again."
Lydia,"There's plenty of YouTube reviews on this watch so I won't repeat all that stuff you can find online. I got this because of the 3 day battery life and performance. What I was most concerned about was the size, feel on my wrist and look. I came from a fossil gen 5 and felt that perfectly met my expectations on those 3 things but failed miserably in battery life and performance. I'm happy to say the ultra looks pretty good. My wife actually prefers the look of the ultra over the gen5 fossil. Looks more masculine if that's your thing. I like the style of the ultra better than the older pro 3. Looks much more refined. The strap is a throwaway though and it doesn't fit with the aesthetic of the watch at all IMO. I went through and found the 3 I think looks good on the watch for different occasions. The watch is big and thick but no bigger than I expected. It's taking some getting use to adjusting from the gen 5 since it was so small. The size reminds me of those chunky deisil watches but not nearly as heavy. All that being said the watch is shockingly comfortable on the wrist. The gen 5s biggest flaw IMO was that center dial that kept poking my hand and would turn the watch on by accident or call Google. Even though this watch is bigger it's more comfortable than the fossil gen5 due to the button placement. I guess my ONLY disappointed is the plastic finish. Looks a little cheap to me. I would have paid a little more for an all metal body."
Lydia,"It's been year or so since I've purchased my TicWatch Pro 3 Ultra.  Definitely a beautiful watch.  Everything was exactly as described.  I didn't have problems with the watch until after surfing with it.  The watch would all of sudden freeze up where swiping the screen or pressing the side dials would not work.  There have been times where I would have to do a hard reset, let the battery drain or plug to the charge overnight just to get it to function again.  It came to the point where I chose not to get the watch wet at all.  Unfortunately, I forgot to take my watch off during one of my recent surf session and that was it.  It's now just décor on the desk.  Don't get me wrong...I think it's a great watch.  Would I buy another...""I was hoping that water sports would be the last thing to worry about."""
mprime34,"My first ever smartwatch! Did a ton of watch research and landed on this as my pick, and love it. Needed something that had GPS, but was also good at being a smartwatch, could track my workouts, and was rugged enough to handle the field work of a wildlife biologist. I'm currently working with turtles and routinely am in VERY muddy chest-deep water (watch rated to around 5 feet) getting gross, and this watch has handled it every day for the last month or so, and cleans up like a champ, as good as new. On top of that, it's one of the few watches in line to get the next OS upgrade. I LOVE the low-energy clock (""essential mode"") screen I have on all the time. It looks super clean and sharp, and the battery life is fantastic. So happy I can trust a nice smartwatch to handle my biology fieldwork! Only thing that may improve it for me would be an even higher waterproof rating, and the ability to run the OnX app (shows land ownership with GPS tracking). Great watch!"
Frogroast,"This is my second mobvoi watch. I still believe they are the best Android Watch on the market.  The battery life is incredible. I love the back and grey screen to conserve battery when not is use. The fitness tracking is very accurate.  It has oxygen sensor, sleep tracking, Google pay etc. If I had to pick one thing I don't like is I wish I could add cellular service so I could add it to my T-Mobile plan. Besides that is is perfect and I have had Samsung watches and apple watches."
superbrain,"I am an android user, so I've had been looking into Ticwatch, Samsung, Fitbit, Garmen, etc. But landed on Ticwatch Pro Ultra and I bought it to get a better read on my heart health as well as my walking activity.And I've found that the TicWatch Pro 3 Ultra GPS Smartwatch has been pretty accurate, and with the battery life being pretty good, several days with the 24 hour heart monitoring.I've used Samsung Galaxy Watch 3 and other Fitbit watches, but wanted the Heart rate monitoring. My past experiences with smartwatches is that they tend to last about 1 day and then you'd have to charge it up.  But with this Ticwatch I've gone through the weekend without having to charge and with still some battery life to spare while the 24 heart rate monitoring is going on.I'm not much of a user of the sleep monitoring, but some of the Tic Apps installed on the watch are pretty useful, and seamlessly connected.Additionally, I've used the watch when receiving a call, and my hands aren't free, and the microphone and speaker did pretty good such that I've been able to have quick conversations while in the market.  Also the notification features are great, and when I get texts or Google hangout messages, it pretty easy to reply.I've been using the watch for about 3 weeks, and its been great."
Raymundo Garcia,"Just another boring smartwatch. Nothing special except battery life is slightly better than average. Everythibg else is the same. I'm done trying to find ""the perfect smartwatch."" So massive, it's like wearing a frying pan (sans handle) on your wrist."
Raymundo Garcia,"Main thing for me was the larger battery. It definitely more than fits my needs, wearing all day and charging overnight. Pretty quick to top off on those mornings after which I chose to wear it to bed. On top of that, a larger and brighter display than what I had previously tried (Fossil Gen 6), and a, so far, very durable case. Compatible with standard 22mm bands. The band that came with it is very nice—soft, with just enough give. I'm not really into a two-piece ""belt-buckle-style"" band anyway, but I wasn't able to adjust it to the exact right fit for ME, which REQUIRES it to stay in place to keep some of the sensors from seeing my tattoo and getting disrupted, e.g., suddenly thinking it's off-wrist and locking the screen (see pictures). The off-wrist calibration feature is your friend ;) Anyway, yada, yada, yada, YMMV. Sleep tracking works, but could be a bit more accurate as far as wake time, which is probably comparable with typical smartwatches. Regarding heart rate accuracy, it seems fairly on point, but sometimes—well, oftentimes—when my HR is high, it will first register at about half, then jumps up to a more believable reading. You might find better accuracy with a dedicated fitness tracker, but for a smartwatch, I'm happy. Recommended! **Pictured watch face (ambient mode), ""I-Digit"" by Thema; pictured band, Fullmosa 22mm Black Stainless Steel (see my review)."
Mike,This was an upgrade for me from the original Ticwatch Pro.  Not a huge fan.  Charging can be temperamental and battery life over time has really been a downer.  I get a full day but in the beginning I was getting almost 3 days.  6 months later I am not nearly as happy.  I will look elsewhere in the future.
fynflood,"                    The media could not be loaded.                 I've been looking for a smartwatch for a while and picked this one up during prime day.I usually over research everything I buy, especially electronics. This one was strange. I found majority of reviews whether YouTube or Google to be in favor of this watch. Not much negativity at all. So I decided to get it.Once I opened the package I was very happy with look and feel. Once I got it going I had some notifications come through. That's when I noticed the vibration is so loud it's like they're is something wrong with it. I then googled the noise and found there are a lot of people on forums that have the exact issue. I mean it is basically unusable if you are in a quite environment. There is no way to disable it, which I find strange. I also attached a video to this review to explain what I mean.Too bad, I really wanted to like this watch but it will be getting returned. It's a noise you'd expect from a $30 smartwatch."
Doug,"So I upgraded feom the Ticwatch Pro 3 GPS and although it's very similar in specs the changes that were made I found made the switch worth it. Love the ability to have the led color option for the ""SLEEP"" screen which makes it more visible during day time. Also the display even though the same specs to me appears more vibrant and brighter. The new case feels better on the wrist and I like the flush mount glass. The band is better as well and even though petty I love that they added another notch at the end to keep it from catching on things. Battery life for me I've gone 3 days full use with out having to charge it- but I don't use always on display. I've had this watch for just about 2 weeks now and love it. I have the Mobvoi Tic pods ANC and they pair flawlessly with it.I guess if I had to say something negative about it is the charging system ....would like to see wireless charging. As well as would like to see a Wear OS upgrade to OS 3.I'm an android guy and Mobvoi ticwatch is my go to daily watch."
Jimmy James,"The TicWatch Pro 3 Ultra GPS has been nothing but fantastic! The setup and was easy and fast. Mobvoi's dual processor system gives the watch boost in speed and battery life that goes perfectly with the benefits of the snapdragon 4100. There isn't any lagging, and it legitimately feels like my watch flies through any request I give it. I think the best feature of the watch is the battery life it can easily go 3 full days until It needs to be recharged. I love the fact that you can answer calls on the watch! The sound quality is really good. The Mobvoi app is simple straightforward, and easy to use. Depending on the level of formality or even just the mood I am in for the day, I can change the watch faces, (with +1000 to choose from is easy) to reflect the occasion. Since most of my time is spent outside, the option to customize the backlight for the dual display works perfectly with my day-to-day routine (which by the way is awesome). Even the workout modes are easy to use and work perfectly. I have tried tennis, cycling, beach volleyball, running, bouldering and gym exercises among others, and they accurately report said activity feedback example: calories burned, cardiac rhythms etc. As for swimming, I have nothing to worry about because of the watch IP68 rating."
Jimmy James,"I purchased this in January of 2022 based upon the promise that Wear OS3 would be provided in 2022.  It is 2023, and the company has ghosted everyone asking about this upgrade, and the lack of security updates since September 2022.The company will promise what you want to hear, advertise it, and once they have your money, stop all support.Furthermore, there is a bug that has existed for 4 months that drains the battery in less than a day if you enable GPS.  The company wants you to disable GPS, making the watch somewhat useless for those who wish  to use it for fitness tracking.  They blame the bug on Google, but again, refuse to upgrade to Wear OS3 which would resolve it.Lastly, because Wear OS2 is now obsolete, many apps have migrated away from it, greatly reducing those that can & will work with the Ticwatch device(s).Save your money, and buy something that is made by an honorable and reputable company."
Birapar Singh,"I really wanted to like this watch. Great screen, adequate battery life, lots of features. The killer was the Bluetooth connection. Very erratic. Sometimes it would work for a day, or an hour or I even had to delete the app and reinstall it. This was a showstopper for me. I sent it back. I assume that all the excellent reviews are based on using this watch with a different smartphone. Just not for me."
Birapar Singh,A couple weeks in everything seems to work as it should. I keep most the sensors on and it'll still last a day and a half which I like. My biggest complaint is the step counting. It seems to be very inaccurate and has way more steps than I actually acquire during the day. At work. I counted my steps across our warehouse at 47 and it gave me almost 150 steps for them. The GPS tracking has worked very well when I have been out hiking though.
