Reviewer Name,Reviews
True Lor,"With pretty standard use, and mostly the default settings, the watch lasts around 12 hours in my experience. I could see 24 hours if you turned the brightness to minimum and disabled a lot of background features. But it's not gonna last anywhere close to 24 hours on default settings in my experience.To give some precise numbers, the battery went from full to 22% in around 8.5 hours. Keep in mind, I barely touched it the whole time. Which is pretty manageable, my main problem with it is they say ""approx 24 hours""."
Darrien Johnson,"The watch is nice, but the software leaves a lot to be desired."
Darrien Johnson,"The watch looks good, and feels sturdy.The fossil app and os is pretty lacking. The watch constantly loses connection to my phone and you have to reset the watch to get it to work. Alerts aren't delivered, and the battery life is pretty terrible.It does have a clock-only feature when the battery is low, which is nice.Watch doesn't like to charge sometimes. It's very particular about how it sits on the charger, which is frustrating when the watch is dead the next day.."
Mark M,"I love the watch, but compared to other smart wtches and the apps that go with them, it really is not that great as a smart watch! It is difficult to track what you have done, where you stand for the day, etc. I tried to find previous day results, but gave up. I am comparing to Fitbit, Applewatch, and GArmin. These apps are very fluid and great to you use. So I am using this wtch along with a fitbit, in hopes that Fossil fixes their app! Battery has no functions turned on, screen asleep all the time and days after about 25 hours! Worthless."
,
C. Collins,I spent the whole night trying to fix this watch basically there was an upgrade from OS 2 to OS 3. To make a long story short I had given my Samsung 4 to my other half when I bought the Fossil 6 so I knew I'd be out a smartwatch when I sent this back. Anyhow when the watch upgraded to OS 3 the Fossil app recognized it the Wear OS app didn't the problem with that is you can't use the Playstore and I'd already purchased watch faces a couple of em not through Facer. So after trying anything and everything to get the Wear OS app  I tried restore all that did was get the Fossil app not to recognize it and the Wear OS app to not recognize it so I knew was licked and was sending it back. The other concern about this watch was just by charging it and going through setup it got so hot that I had to wait to try and use it after it cooled down and right now here in Idaho where I'm at the high is 37 degrees what's this going to be like in the summer in actual hot weather? Oh well I may pick up a Tick watch 4 when the price drops until then I'll stick with the Versa 3 I might have got the newest Versa if Google hadn't dissected it so they could sell their Pixel watch. So long Fitbit I suppose it was a nice run.
Quaxo,"This is a great watch. It has a sleek and modern look and it is made of high-quality materials. The touchscreen display is bright and easy to read, and the watch is very responsive. The watch is also very comfortable to wear."
Mark T,"This watch isn't worth buying right now. Maybe the watch would be better with Wear 3, but since that's not available right now, I'm not keeping the watch.Wear OS 2 is an absolute dumpster fire. I knew it wasn't great, because I've had a LG G Watch R that ran Wear 2. That watch had the 2100 processor, so it was slow and unreliable. But the battery had no problem lasting a day. Ultimately, I couldn't tell where the problems with the watch began and the software problems ended.I spent a year with a Samsung Galaxy watch, which was great as long as I had a Samsung phone. But once I moved on from the Galaxy phone, there were all kinds of quirky issues. The speakerphone and notifications would occasionally work, but more often not. The phone integration was great when it worked, but that was not the majority of the time.I looked at the new Wear OS 3 Samsung watch, but like all of the Samsung watches only play nicely with Samsung phones. So I set my sights on this Fossil Gen 6. I bought it hoping that I could live with it and wait it out until the new OS came out. But while the new 4100+ processor is faster than the old 2100, it just wasn’t enough to overcome the horrible software.Even on the new watch, lifting my wrist almost never turned on the watch screen. Notifications came in when they wanted to. And whoever wrote the notification system obviously never wears their watch. Gmail would try to ding 100 times in 2 seconds while it tried to notify you every email that came through in the last 24 hours, whether or not the notification had already been received. Maps was the worst. Trying to use the watch for navigation was beyond useless. The watch would ding twice a second constantly. I couldn’t understand what it was trying to do, and finally just turned off maps notification to shut it up. Actually, it worked better on the old LG watch, and that definitely wasn’t great to begin with.Google has given up on Wear OS 2, which would be fine if it was good software or if they were replacing it last month. But to saddle a new flagship watch with it for months without any significant improvements? Maybe the watch will be better in the fall when it finally gets the new software. But what’s the likelihood I can get a better deal on a watch after it’s been out for almost a full year? And what’s the likelihood that a newer better product will be out on the market by that point?Since Google gave up on this watch, I’m giving up on it too. Maybe if it’s better in a year, I’ll pick one up for cheap and try it again. Or I’ll just jump on the Apple bandwagon, because it works better."
V K,"Im really rather disappointed. While it has its perks. It definitely comes up short of expectations.The speaker and being able to use the watch to make calls is a nice added function, but not one i find myself using often enough. Even when i could.The daily tracking of your health stats seems ok at first. And rather accurately. But for the life of me i cant find any of my previous days/weeks numbers on the watch. As if its all stored through the 3rd party app. And only certain very basic features are tracked and available, unless you PAY for the premium package... didnt i PAY already? When i bought what now seems like i highly over priced hunk of junk, i didnt pay enough then to know what my numbers are from yesterday, or last week? My previous cheap smart watch gave me years worth of data for FREE, most of it accessible right through the watch. I hardly ever opened the app, and it was only $40 and lasted 2yrs(!) before the strap failed. Really wishing id have just bought a new strap, stupid me!Now onto the bracelet itself! TOTAL junk! The links are HOLLOW, which makes for a cheap lightweight feeling. The band is horrendously LOUD and SQUEAKS constantly! Jiggle your wrist, *squeak squeak squeak* open the clasp  *screeching*. Hold it in your hand and wobble it, *squeaky squeaky squeaky*And the battery life, PATHETIC! My previous cheapy lasted 5 days before needing a charge. This watch WONT last 24hrs after the 1st week. During your 1st week, with minimal use, youll get about 30hrs. COMPLETELY unacceptable. How are you supposed to consistently track your sleeping patterns when you have to remove the watch EVERY night for charging. I tried remembering to charge my watch BEFORE bed, but found out my watch would only die sooner the next day whenever i tried it. Id barely make it through a 9hr shift without my watch going into power reserve mode. All because i wanted to wear it to sleep.I did not get mine on sale, i paid full price, $320! Im really really disappointed... thought i was buying something id be proud to wear, instead 60 days later i hardly touch it!Just sad..... 2 stars? Hell i may have talked myself down to a 1!"
Dan,It comes with a fitness style silicone band & the beautiful leather band it comes w as well. This is by far a sexy but also people just think its a watch... He LOVES it!
GrahamRL88,"The only good thing I have to say is the watch looks nice.  The battery life is garbage, I can’t use half the functions since the OS3 update, the watch doesn’t track my steps, my sleep, anything.I’m returning this watch, I didn’t suffer through the hybrid version 5 update to deal with more problems from what should be a better product.  Honestly, between this and my service with the Collider HR, I’m probably never buying another Fossil product again.To elaborate on the battery life issue, it’s advertised up to 24 hours.  I have not used my watch at all for 12 hours and left it in “extended battery” mode, the battery is at 12%.  Why would I want a watch I can’t even use?I cannot connect my Fossil app and Google accounts, I don’t know why.  When I try to do so, the QR code provided by my watch tries to open the Wear OS app.  The watch is more work than it’s worth to me.I’m guessing the watch was made by a committee of people who don’t use smartwatches.  Hence the low (I might even say falsely advertised) battery life, the absolute fluster cluck of a companion app, and the amount of usable features locked behind access to the play store.I’d rather have no watch at all than use another Fossil watch."
Angela D,Fast and a very nice looking watch.  Nice GUI. Built in Alexa is great. Better than my Galaxy Watch.
Steven Harper,"I originally owned a Fossil 5E for a little over a year and had zero complaints. Battery life, functionality, notifications, etc. were all excellent.While in the field one day for work, I removed my watch to wash my hands in a gas station bathroom and left it there. Needless to say, I never saw it again, and figured I might as well take my misfortune as an opportunity to upgrade to the Fossil Gen 6.At first I enjoyed the new watch but within a week began experiencing a variety of issues. It started with the watch getting randomly hot - as if the processor was trying to handle something yet I wasn't using it any differently than I had my 5E. Only a reboot fixes this issue. During this time the screen would change from its always-on state to being blank and unresponsive, and require a hard reboot to get any response. This happens quite a bit.After 2 weeks with the Fossil 6, I noticed I was no longer receiving notifications from Outlook. That was one of my primary enjoyments with owning a smartwatch, not having to pull my OP9Pro from my pocket to see what the email was about. After months, I haven't been able to resolve this problem. I have the Outlook companion app installed, I've reset the watch to factory defaults and started over, yet it won't send Outlook notifications.Now, there may be a reason/caveat to my problems. I'm using the Facer app for a custom watch face, and I noticed that I had more problems with the companion app installed than without, but other problems still existed nonetheless. I don't know if this is a firmware/software issue on the 6 vs. 5E, but it's frustrating nonetheless.All I want is for my watch not to start burning on my wrist and to send me Outlook notifications. I think I'll buy another 5E and see if my problems resurface, but for right now I can't recommend the Gen 6 just for a faster processor that isn't useful, and blood/oxygen levels that require you to sit still for 20s and I'm pretty certain aren't accurate."
Chad Ainsworth,"I've only had the watch for a couple of weeks.  I've not used the activity and cardio fitness features yet and I can't comment on those.  The basic features of being an extension of my cell phone work great in terms of making and answering calls as well as Google.  It was relatively easy to set up. I say ""relatively"" because this watch could use as good manual and there isn't one.  While setting it up, a feature locked and I wanted to shut the watch off and start it up again but it took me forever to find it in an obscure place in the phone app (you push the middle button in for more than 3 sec). The biggest issue was overheating during charging.  The watch would get so hot I couldn't hold it. Actually, this is my 2nd watch.  I sent the 1st back for this reason.  When the 2nd watch exhibited the same problem, I did a Google search and found that the solution was to charge it in airplane mode.  How to get it into airplane mode? It took me a while to figure it out.  Again, no manual.  No manual and overheating are why I gave the watch 3 stars instead of 5.  Fossil really need to correct the overheating problem."
Michael,"Me gustó la compatibilidad con Alexa, sin embargo no me agradó la correa de cuero, pensaba que sería como el Gen5 Carlyle que anteriormente habia comprado por otra plataforma pero esta correa del Gen6 se veía de menor calidad."
Marvin Stasak,"The watch is one of the best made smartwatch on the market,  but due to Fossil choosing to implement a separate application from Wear OS with limited utilities and abilities, it is not any longer one of the best.Unfortunately,  until the Fossil app is vastly improved or they revert back to using WearOS my review stands."
Oscar Isaac Flores Sierra,Battery drains fast. Didn't even last for one day
C. Collins,Batería dura 1 día
Quaxo,"Ok, so I had to send back the first watch because the battery wouldn't charge. With the second watch, it resets to original settings every night. I turn off the sound, it's back on in the morning. I turn off the screen, it's back on in the morning.I haven't been able to set up the Fossil app because it won't connect. The watch will connect to my phone, but the app and the watch won't find each other. I am stuck with Android Wear OS which is really poorWish I picked a different watch. Will look at Samsung instead."
TeslaMan,"I upgraded from an older model, but not much has changed. Still a good watch though."
ecom,"This smart watch was great for the first four months or so.  At that time, it was running Wear OS which worked perfectly.  Then Fossil came out with their own software, and I made the mistake of ""upgrading."" Unfortunately, I ignored the warnings that there was no way to go back, and ""upgraded"" anyway.  The watch went from all functions working perfectly to, in short, a piece of junk.  After installing the Fossil software, all of the functions that they left in place, work occasionally at best.  Very unreliable.  Notifications are unreliable. Watch doesn't lock when you take it off.  Constantly loses connection with the phone.  I could go on and on. Fossil took what was a great watch and ruined it."
Luis Ramirez,"The Fossil Gen 6 watch is a great Wear OS watch. Easy to use, smooth operation, and very versatile. This is my 8th smart watch in many years and this one is the best. Sadly, the downfall is the screen will scratch pretty easily. I was recently taking down an artificial Christmas tree and reaching into the center of the tree, to reach a connector, scratched my watch screen in several places. Think about an artificial tree...it's made of plastic ""pine tree needles"". So, in reality the plastic, flexible ""pine tree needles"" scratched the ""Gorilla Glass"" on the front of a $200 watch. That is very disappointing."
SEAPanks,Love the ability to make/answer calls from my watch. Awesome downloadable faces like the fallout pipboy face.Only issue I've encountered would be the charging dock. I would like to see something more stable or secure.
Trevor R Decker,"So far everything works well. Battery life seems good but i have it on battery saver. Charging is quick, 30 minutes gets you to 100%. I charge it in the morning and wake up the next day with 30 to 40% of the battery left. My usage is moderate."
Mark Testa,"I've had a Fossil Q Explorist for a few years and was worried after reading reviews that this was going to have a worse battery life. I took a chance and ordered, and after almost a month of wearing it every day, I can assure you, the battery life is much better than previous version! I will admit, the first day, the battery life was horrible, but after setting up what sensors were actually needed, the battery life hasn't been an issue. I've been able to wear it for two to three days straight on one charge.There are many improvements from my previous watch, and so far, I haven't found anything to complain about. I definitely feel as if this is a much needed upgrade."
E46Envy,"I really wanted to love this watch.  I have been a Fossil fan since the early 1990's but I am kind of ashamed of what Fossil brought to the table with this one.  There are ways to ""Extend"" the life of the battery but shutting everything off just to save some life on the battery doesn't make this a very ""Smart"" watch... it's actually pretty stupid since shutting all the smartwatch features off to save some power makes it useless!MY FIRST TEST:  I left for a bike ride just this weekend with a 100% charge on my watch and was excited to track my ride and maybe listen to some music.  I started my Strava app to track my ride and by the time I got 2 hours in (not using ANY other app... no music, phone, nothing else was running), the battery was already prompting to change to ""Battery Extend Mode"" because it was down to 20%!!I hate to be the one to say this... ESPECIALLY for the price tag... this watch is little more than a battery-powered bracelet.  I am forced to give up my life-long support to Fossil and switch to something else. Avoid this one folks... it was designed and engineered by idiots."
Juanita Landry,They got it right. Everything I didn't like about other models is pretty much gone. This would get all 5 stars if the Bluetooth didn't interrupt phone calls on the handset try to override to answer on the watch. We'll what future releases bring. So far this is worth upgrading (previous one was seriously damaged). Sleep tracking is great! And best battery life!
Juanita Landry,"I like this watch except for the battery life. You have to disable most features to get a day or so from the battery. Took me a week to dial it in to get about 14 hours. You need to turn off continuous and background heart rate, always on screen, wifi, and some other stuff. I manually start and stop my workouts and it still tracks the heart rate for each workout. The phone and messages work well, but could be louder. I turned off the battery saver because it kept changing other settings. You really have to tweak this alot , it's definitely not plug and play ."
Robert McReynolds,"I like the way it looks and enjoy many of it's functions. What I don't like is it constantly disconnects from my phone and I have to restart it to reconnect and get my notifications. The custom watch face keeps reverting back to default multiple times per day and I can't figure out why. But, it tells time! Tracks my steps, and I like getting my phone notifications even when my phone is in another room. I don't have issues with the battery, it makes it through the day and I charge it overnight."
Brett,"This is a fun and exciting device that you will soon forget, because it's pointless. The design is very contemporary and the style quite pleasing. Other than that, it's useless. As a daily wear watch, it's limited battery power is irritating unless you set it to only display the face when you touch it... which it will randomly turn itself back to always on and drain the battery. You will discover this when it is drained. It has very little purpose other than to ding, bleep, bloop, chime and Buzz to every dumb app that pushes notifications to irritating levels that are hard to disable. My choice was to put it permanently on slient to stop the madness. Defeating any point to notifications. This watch may be fine for those that only receive a few emails a day. You will always accidentally activate the stopwatch feature... I find it on all the time, randomly timing some imaginary race. The apps for tracking activities, sleep and fitness are intrusive and obnoxious. Great only if you want to share that data with every corporation on the planet. The software and firmware are just under developed and not really ready for Prime time. The Fossil is a fun gadget for a couple of days when it's new and exciting... until you realize it doesn't really do anything important... and that it's not very good at being a watch on it's own. This device will constantly and randomly restart on its own.... Notification?! No, just restarting because...reasons. This smart watch has trouble just being on. The battery on my Casio lasted 12 years... this will struggle for 12 hours with any of the features enabled. Don't buy this smart watch unless you want a technological novelty that annoys you constantly."
C. Collins,"Although this is a well designed smart watch with every feature I could hope for, the battery suck raw sewage. Having notifications for email, text and my calendar appointments on as well as steps, heartbeat and oxygen level. I need to charge this watch 2-3x a day. Why have all these feature if the battery can't handle it?? Just doesn't make sense.Another minor gripe: All the watch faces, either native to the watch or downloaded, does not cover the entire screen. There is about a millimeter black border around the bezel. Kind of annoyingGiven the amount of times I charge this thing, I can predict the life of the battery will more than likely on last only a year."
Quaxo,"First the good. The watch looks great and fits well. I prefer leather bands but the silicon band that came with the watch I purchased looked decent and was easy to adjust. The watch software operated smoothly, taking advantage of a decent processor and more memory. It felt much faster than the earlier Gen4 I owned.Now the bad: the accuracy of the step counting seemed way off, giving me credit for hundreds, if not thousands more steps than I actually walked. I also noticed when charging the watch that it would get extremely hot... I expected it would get warm, but this was beyond that. Looking at posts on user forums I found this was a common issue that could be ""fixed"" by turning off bluetooth before putting the watch on the charger. This did, in fact, prevent the overheating but it was just one more ""nail in the coffin"", so to speak.I expect/hope that these issues can be addressed with a future software update, but given the price of the watch and the unpredictability of when/if a future software update will arrive to fix these shortcomings, I chose to return the watch while I still could."
Joshua D Daggs,"I bought the watch specifically to track my sleep and vitals.  It does great in that regards, and it seems to be pretty accurate with sleep tracking (if not a little slow to figure out I've fallen asleep).  My biggest gripe is the battery life.  By default, it's abysmally low, but you can tweak the settings to get it reasonable.  My real issue is the inconsistency once you do change the settings.  Sometimes I can get 36 hours on a single charge, but the past couple days I've only been getting about 6 hours.  I'll charge right before bed, and it goes to battery saving mode in the middle of the night.  It'd be nice if I could see what is eating up the battery, but so far I haven't seen that as an option anywhere.  Charging speed is great, so if I had to charge every 12 to 24 hours that'd be totally fine, but when I put the watch on at 6 and here it's noon and I'm down to 25% battery and I haven't gone anywhere or done anything with the watch, it's a real let down."
Grayling Manson,"This watch is gorgeous, however it's lacking in many ways. The battery life is okay, nothing special. If you turn on the extended battery mode, which disables all fitness tracking, raise to wake, and AOD, it'll last you about 2-3 days. With all the features on, however, you'll be lucky to get 1 day out of it.I was told that this watch was supposed to ship with WearOS 3 installed, but mine came with 2.something. I thought no big deal, I'll just look for a software update. Sure enough, there was one! It brought me to WearOS 2.4. I never got any other updates.Haptics are alright. Vibrations are easy to feel, even if they are a bit loose. The rotating crown is great, but not all apps can take full advantage of it. I couldn't even use it on the main hello screen you get when you're first setting up the watch. It charges really fast, if you can get it to charge.I have nothing else good to say about this watch. The band that I got (silicone/leather) is some booty, and that was the best option. The pushers at the 2 and 4 o'clock positions are inconsistent at best. Charging this thing hardly works. You have to get the charger JUST right and make sure the watch doesn't ever move while charging. I also noticed mine making a high-pitched squeal while it was charging, which was sort of alarming. Battery life is only acceptable if you disable like 60% of the watch's functionality.For this price, I'd either wait for a good sale or go with a different watch entirely. I returned this Fossil; now I've got a Mobvoi TicWatch Pro 3 Ultra (quite a mouthful, I know) and it's been great."
Beachman59,The look and the features are so good !!!
M. Pritchard,"This watch is a well designed smart device. Not a Dick Tracy wrist radio, but a convenient tool for keeping up with my messages and calls I want to answer. It is also very beautiful."
Shock System,"Battery dies fast, I receive 30-50 calls a day watch is set on extended, Bluetooth only, vibrate only, 5 sec screen time and double tap to turn on. My $45 smart watch last 5 days with out charging on its highest settings. I take this off the charger at 7am and lucky if it lasts till 4pm."
Al T,"I broke my fossil 5 after 3-4 years of use, and I decided I would upgrade to the fossil 6. Battery life is much better than the 5,"
Richard M. Quist,"Always on the road so took about a week for everything to be functional. Battery is comparable to others, have to charge everyday. Touchscreen worksfabulously. There was a learning curve for me, but it is intuitive."
N. Cigic,"I've been on a bit of a quest to find an alternative to many of the common smart watches.I've tried several over the past month and this one got closest to being ""the one"".The primary reasons I did not go with this watch were the non specific waterproof information supplied from Fossil and connectivity issues between the watch and my phone.Pros:-battery appears to be even better than indicated-very fast charging, <45 minutes from 10% to full.-very comfortable silicone band-easy to maneuver watch interface-GPay compatibility-clean, attractive minimalistic styling-Easy set up-surprisingly good speaker/mic-Great display quality-non proprietary app software-fairly low cost compared to similar watches-very easy to factory resetCons:-information from Fossil as to actual water resistance is lacking-intermittent disconnects from watch and phone with no clear factors as to whyOverall I think this is a great watch for the price, but it just did not meet my needs/requirements."
Sam Whitehead,Hate that I can't get more apps from play store than what I have
Ss,For the price it is a good deal. Not as nice as a Apple Watch. But a lot cheaper
C. Collins,"Not for you if you're wanting something comparable to Samsung or Apple. I have the full stainless steel version so it's heavy and feels good on my wrist, that's about it. As far as user experience goes, I've had a problem with settings (Bluetooth, always on display, sound, etc.) toggling themselves on/off. Maybe a syncing issue..? Whatever the problem is, this basically kills the rest of the experience for me. Makes it feel like I may as well have a generic $50 smartwatch. Just glad I got it during black Friday."
Quaxo,"Came from a Fossil Gen 4 Sport (and before that Ticwatch 2, TicWatch1, Asus ZenWatch).  After having battery life issues on the Sport, figured I'd try the Gen 6.  So far, much more responsive that the Sport, and the battery life is very impressive - using it for sleep tracking as well so on my wrist for 23 hours a day, yet not getting below 22%.  Then it recharges to 100% in 30-40 mins.  So that part's great.With regards to the silicone band (black), looks and feels great, but seems to be giving me a rash - yet only from the shorter of the 2 straps - and never had an issue with the silicone band on the Sport so not clue what's going on.  Getting a replacement cloth band, hopefully will take care of it."
Robert E. Bottomley Jr.,"Received the item ahead of time, well packaged, and in good condition. The smartwatch works well."
Tommy Crawford,Ordered for grandson. Very happy with purchase
Keith Peterson,"The watch is fantastic. It syncs with my Google Pixel 5 with zero issues. When you first load it up, I suggest going through the watch app on your phone. It turns on ever app you sync over. That's probably why the battery life is rough. Also, if you leave heart monitor on, your battery drains pretty quick. That is the one down size. However, mine goes about 2 days cause I have health monitoring off. If and when turned on, it gives me about 20 hours. Wish it had better life span, but it doesn't take away from the watches capabilities. My favorite is that my watch can act as my phone within Bluetooth range and I don't have to worry about paying for a plan on it."
Jay Hemphill,"I really like this watch.  It looks nice and is comfortable.  The battery just last the day for me, but since it recharges so quickly it's not a major problem.  I do look forward to the update to wear 3."
Jay Hemphill,"I get compliments on it from men and women. Very stylish, works well with my iPhone and idiot proof. I’m not tech savvy but I’ve managed to figure out how to use it easily. It is heavy and I had to get a couple kinks taken out. It’s perfect for me. I will definitely stick with fossil watches."
D. W. Balcom,"This watch is very sensitive. If the temperature gets above room temp it throws a ""high temperature"" error. If it sits on the charger it's gives you a high temperature error. I have sat outside and gotten the high temperature error. Literally just sitting there. I know it can get hot in the Texas Gulf Coast but this watch can't handle sitting in the shade it Texas."
Travis Mcgill,Great smart watch & wears fashionably.  Only con so far is screen time is too short
Richard Boyd,"This is my 3rd Fossil smart watch, and my 5th smart watch over all.  Fossils are the best!"
Antonio,Great watch. Very poor battery life
Leysath,"This is my fourth smart watch and by far the best I have owned. Compared to my last watch which was the Fossil Gen 4 this is much faster and I'm happy with the battery life. With everything turned on I get a day and a half to two days, I recharge the watch normally in the evening so I can wear it to bed for the sleep tracking. This watch charges extremely fast, I just put it on the charger and when I think about it again it's already charged. I'm very pleased with the Fossil Gen 6."
Ariel,I like that
Ariel,"I bought this to replace my gen 3 that finally quit working after several years. I use it primarily to stay on top of my notifications while my phone is in my pocket or recharging, but it is a good-looking watch and the dial is easy to customize for whatever first-glance information you like."
C. Collins,"Poor battery life.  Charger points are finicky and on a full charge with minimal use i can barely get through an 8 hour workday before its dead.  Sometimes it quits charging around 80% for some reason.  I like the watch, im just dissapointed the battery life is so short."
Quaxo,"I absolutely wanted this watch to be great. I used to wear Fossil watches all the time when I was younger, but I'm now Team Smartwatch. When I saw Fossil had one and it was on sale, I jumped at it. It looks like a Fossil watch, I love it. The screen is beautiful to look at, and I'm an Android/Google guy. But, the battery is woeful. I have a lot of features turned off, and it STILL barely makes it through a full day, and sometimes not even that. I get lots of messages throughout the day, and yes I know notifications drain the battery, but I'm an adult and work a lot, it's going to happen. Unfortunately, I only wear it when I want to look a little more stylish, which is once every week or two now, and I still grumble when it's dying at the end of the day."
Sondra Lubas,"Features ok if you want less than exact distance measuring, I like the sleep tracking, o2 level and heart rate.The band (smoked stainless) is the worst I ever wore. Pinches, bites , pulls hair. After 6 months the clasp is worn out and won't stay shut.Just ordered a replacement from fossil. Silicone instead of stainless, 40$.This will ruin the appearance but hopefully allow the endless skin pinches to heal."
Joshua Stewart,"Update: after about 12 weeks, purchasing this watch has been a total waste of time and money. The watch now overheats every time I charge it, some days the battery is completely drained in two hours, the touchscreen continues to be unresponsive at times, making the watch unavailable for 1-2 days waiting for the battery to drain, then recharge. I really wasted $350 on this watch. I should have followed my gut in the first week and returned this watch, but I thought things would get better. Every couple of weeks, while hooked up to the charger, the charging stops at around 77% and will not go any higher. Some of those times the watch gets very hot, hot to the touch. Other times, as is happening right now, the touch screen is unresponsive. The watch will continue to keep time but nothing else can be used where the touch screen is involved. Even restarting the watch is impossible since tapping ""restart"" will not work. The only remedy that I have found is to let the battery drain completely then recharge it.For a highly rated smart watch, I wish I had gone a different direction while picking one out. For what it's worth, my wife ordered a women's version of the same brand, and she has had no problems whatsoever."
rb22,"I really don't like a few things about this thing, but it's handy for being a watch, providing fitness data, and keeping track of notifications.1. The battery could last longer, but that's an eternal problem I guess2. A while ago they decided for me that I was going to use Alexa instead of Google Assistant, which never worked well anyways, eitherway I never consented to changing to Alexa3. Updating the watch will cause it to lose all my settings, so I haven't done it"
Jennie,It runs super smoothly.
Jose T.,The watch itself is great. I like being able to download music to the watch and listening to it with headphones. You won't need your phone on a jog.The battery is terrible after a month or so. Don't leave on wifi because in 4 hours you will need to recharge again. Even just leaving on the location drains the battery quickly. The extended mode really lasts a day when it claims a few days between charges.I don't think I would recommend it because the battery.
Donald H.,"Bought this because I like Fossil watches. It is comparable with iPhones but you’re better off spending the money and getting an Apple Watch. If you do buy this watch, buy an extra strap, the one it comes with won’t last long before the notches start to crack."
Alexander Arnold,"I had a Gen 5 for several years, when it started to develop a few problems, I went for the Gen 6. I love this watch! Easy connection to my iSO. I really like ability to pay with it, and the health stats. Haven’t received a call on it yet. I do have to charge it every day, but I have a lot of goodie’s running. It charges fast anyway, so that’s not a problem"
Barry,The only issue is battery. It does have w time only more that last days and days.  After owning it fir a week I get about a day and s half of battery life. When I first got it I only would get ¾day.  Other than that I love this watch I can even talk on the phone with it like double oh seven.
mward100,"I've had a few android watches and thus one hands down has been the absolute best!! It disbursement Freeze up like precious watches did a lot, it's very responsive to touch and learning how to use was pretty simple."
Amazon Customer,I bought this one with the hope that fossil has made some improvements to their smart watch line up. I have used the gen 2 and gen 3 versions for a while and the gen 6 features are much better but the battery feels so much worse. With AOD and TTY off I wouldn't get more than 14hrs of battery. The capabilities of 4100+ chipset has not be utilized by this watch and I am very disappointed. I returned it and will not buy another fossil watch until they significantly improve battery life.
Amazon Customer,Why isn't there another way to charge this watch so that you don't have to always have the charger because it's going to run out of charge every few hours I've lost the specific charger for that watch so I can't charge it any other way it's a pain in the ass and not worth the money.  If it held charge for 8 hours it would be a different story but it doesn't not even close
C. Collins,Great battery life !….
Quaxo,I love my watch but honestly I hate it too. I love the design and the built quality. I hate that you can charge the battery to 100% and as soon as you unplug the watch it’s already at 99 and the consumption just plummets from there. I hate that it heats up terribly when downloading apps which causes the watch to go into extended mode on the battery. I’m sad that they promote partnership with Alexa but it isn’t available (coming soon). It is a nice looking piece with ALOT of flaws.
Jeremy Freed,Muchos problemas para conectar con mi iPhone 14 pro max. Lo regrese
Drew Weyer,"The FOSSIL app it not good, I would use WEAR OS instead.  Battery Life so far, meh. I can't believe FOSSIL cant design a better app.  The watch constantly is disconnecting from my phone.  Also had to update the watch recently. FYI when you do that its like adding a brand new watch back to your phone, really? Again use wear OS not the FOSSIL app, but since the new update I dont have a choice so I have to use the FOSSIL app, so.... do better FOSSIL!  I debating returning it, but i got a heck of a deal on it, so ill give it another week."
David Poeppelmeier Jr.,It replaces an older Garmin. it's So much better than the Garmin there's no comparison.
Roger VanCuren,"Had the watch for over a month before writing a review. In the first few days of wearing it I immediately noticed the screen tends to freeze ALOT. No tapping or clicking the buttons helps. Sometime the screen would return to normal on its own after a few minutes but a few times I needed to do a force restart - all within a mere 5 weeks of owning it.Another big problem is the Bluetooth connection. The connection between my iPhone and the watch clearly disrupts my phone’s ability to connect to other devices. When connected to the watch, my phone could not connect to either mine or my wife’s cars where I always used it. Even my son’s toy Jeep’s Bluetooth radio could not connect to my phone with the watch connected.Then there’s the app, which has to be open all the time in the background on your phone. If you close the app, the Bluetooth connection fails. Then, in order to answer calls on the watch you need to be connect two different ways…once through the Wear OS app and a second connection has to be made through your actual Bluetooth settings in your phone.Lastly, in order for the phone to show text message previews on the screen, you need to turn on text previews on your phone which means anyone can read your text messages on your phone Home Screen even when it’s locked.Over all,  wry annoying glitches between the screen freezing all the time, the horrible Bluetooth connection issues, and disappointing text capability, after 5 weeks I had enough and decided to return it."
Kindle Customer,Still getting everything figured out on it but so far it seems to be exactly what I was expecting.
Aeri,"I was really excited to get this. After wearing a Fitbit Ionic for 3 years I wanted something a bit more business casual. My Fitbit could go a week between charges. The battery life is a deal breaker. Some days I can go 12 hours with the fossil and some days I only get 6-7 hours use. I view emails, texts and other notifications but nothing more than my old watch. I’ve had it to long to return it so I’m stuck with it for a bit but I’m looking forward finding something better."
Jose J Rodriguez,"Almost everything about this watch is perfect. The display is great, build quality is some of the best, charging is fast, and performance is great. Great. But for me none of that really matters if I can't get through a day without it dying on me. If I put it on at 8:00 in the morning, then it would probably be dead by 4:00 p.m. if the watch could last two days then I would have given it five stars easily. I recommend if you need a decent battery life then go with the ticwatch Pro 3 Ultra. That's what I've switched to and it's been basically perfect for me."
Mike S,Not a good battery life. It dies in around 5 hours max and that’s nit good compare to other smart watches
Patrick,I loved the watch and the fact that it was pure Wear OS. It was a very good looking watch as well and actually had a little weight to it. The charging method in this watch is awful and needs to change. I had it a couple weeks and I could never get it to charge properly. I would place it on the charger at night and wake up to a hot watch that was not charged. $300 for a watch I expect better. All the big companies went with wireless charging years ago what the hell Fossil.I returned it and now will wait for the Pixel watch to be released.
Amazon Customer,No mad with this at all!
C. Collins,The battery life fluctuates on how many apps you have running but for the basic watch and basic apps that you use like heart monitoring text message emails the watch will last about 8 hours of constant use and about 12 hours of regular use.
