Reviewer Name,Reviews
M. Northington,Tiny but convenient. The 44mm would be too big so we got the 40mm. We have small wrists. My all black one isn’t home yet since it was not in stock but my wife absolutely loves hers.
Mystiviolet,I bought it because I used to have a Fitbit watch but hated plugging it in each night. This Apple Watch I purchased a stand to hold and charge my phone and watch together easily each night. It’s fantastic for my needs.
Shawn R,Love it
Sparky,Todo el color es hermoso
Ana,"Es un Apple Watch SE GPS nuevo 2022.muy fácil de usar con la aplicación del iPhone.Tiene un buen tamaño puesto en mi muñeca .me gusta mucho mi reloj ya que puedo controlar mensajes ,llamadas y muchas aplicaciones mas por mi reloj."
anonymous,"She had wanted a fitbit… i researched both and apparently made the perfect decision by getting the Apple Watch SE 2nd Gen! She loves it. Gets challenged to exercise every day, found her phone in no time, etc! Thank you!"
Maggie,Great overall watch!
Kahnisha Hernandez,I bought 2 .. one for me and my lady. They’re AWESOME! The price is great and the these new SE models are excellent! I wear mine everyday!
Devria,"This beautiful watch is locked and, therefore, not usable."
Madison Mills,Delivery was as promised. My wife loves her new watch.
Marilyn Fair,It was a gift. I wear it to get time of day. If you like gadgets it’s intetestimg if one has time to play. Wasn’t expensive and works for me.
Gary Barnett,"It's clean, beautiful, and practical. I'm in love with it. Battery life is not excellent but makes it through 1 day and a half."
Rafael A.,"                    The media could not be loaded.                 I love how simple the SE watch is. I have the 45mm and can’t say nothing but great things about it. I have had no issues, lagging or problems. I don’t think people need the Series 8 over this - but it all depends on your fitness and life goals."
Henry Hernádez,
Shawn R,It’s unfortunate that they didn’t state it worked with iPhone 8 or newer.  Wasted everyone’s time.
Sparky,Bought for my step daughter she loves it.
Alex Parrilla,"Although I'm a die hard android user,  my daughter is equally due hard Apple products. She is over the moon in love with her watch."
Margie Elmore,I’m 66 years old & I had no problem setting it up. Currently have a pix of my granddaughter as my watch face
Margie Elmore,First Apple watch for the wife. Didn't want to spend a fortune before I knew if she would like it. She loves it and it does most of the things the new expensive ones do.
Stacy M.,Bought this for my bride for Christmas. She never asked for one and didn’t think she wanted one but absolutely loves it. Great gift for anyone with an iPhone.
Marie,Perfect for my needs
Pam,"The Apple Watch is amazing! Can’t stop recommending this watch. The only small thing that kind of sucks is the battery life. I have to charge it almost everyday. I work intensely for almost 12hrs per day, so I like to keep tracking of the amount of steps I walk per day. However, I couldn’t finish the 12hrs because the battery lasts around 10hrs if you turn the power-saving mode around 50%."
Mom ,I bought this in 40mm with a midnight sport band. Clearly said midnight sport band however it came with a blue grayish sports band strap. The weird thing is that the case read midnight sport band but still didn’t have it. Oh and i bought 2 of them as well.
Tia,"Got this for my wife, who uses an iPhone. It feels very solidly made, with nothing aesthetically standing out as an imperfection. The watch seems snappy, with a good easy to use interface. The only complaint she's had is that the speech to text recognition is awful, and I've seen a number of posts online with the same complaint and it seems to be consistent across all apple devices? Certainly not a dealbreaker but seems like something that could potentially improve with software updates (if they get to it)."
yadira h.,"Bought this to replace a older version from 5 years ago, not sure what has been upgraded. It seems like the same watch with no changes. Now I have 2."
Mark Khosho,Thought she would never really go for such a thing but she uses it daily and lives it.
Joshua Garner,The battery life in this Apple Watch is honestly the best! I would totally recommend this Apple Watch in particular.
Shawn R,"much appreciated no hassles, exactly what I ordered and perfect condition as advertised."
Sparky,The Apple Watch comes on time for my wife Christmas gift. It is not unbox yet. I love the Apple Watch Se. the series 8 has much health care which she does not need. So I think SE should be the best for her.
Msfreqflyr,My son has several watches. Wears this one daily.
Stuff62,"Its exactly as pictured, came brand new in the apple box. Charger was included! It was easy to connect it to my phone and it has all the apps I need! I absolutely love it, its great for working out and its waterproof like it says. I highly recommend this watch! I just recently purchased some screen protectors for it to prevent scratching it too (bc I’m clumsy) But definitely worth the investment if you’re thinking about getting an Apple Watch!"
Mhayling G.,"                    The media could not be loaded.                 Me encanto mi Apple Watch..tengo experiencia porque tenía un serie 3 pero este SE evidentemente es mejor en cuanto configuración,pantalla etc. Es totalmente nuevo con batería en 100 de capacidad.. Estoy satisfecha tNto con mi paquete q con elEnvío,el cual fue maravilloso por la amabilidad del driver y la rapidez delmismo"
olga marquez,Love my watch it keeps track of everything.
RGJ4,This watch is awesome and simple to use right out of the box. I love the features. It’s comfortable and has unlimited potential.
A. Griffith,They have yet to re fund my money. U returned this item a month ago and have not received my money back and to be honest Amazon is not helping at all i am kinda pissed off.This came fast never opened the box because I ordered the wrong watch as it didn't have cellular only gps
Shamar Davis,Works great. My husband loves it. I have one too and it love it.
Shamar Davis,"I absolutely love this watch.  As a person that has had a couple of Fitbit & loved them but wanted more features, this is terrific.  This watch has so much for & as a senior, I also wanted fall detection which this has.  I got another fall detection watch that was hard to use & lacking all the fitness features. This combines the best of health, fitness & safety. A good price point since I can’t afford the more expensive Apple watches."
Terri F,The watch works perfectly fine. I am in love with it. I highly recommend
Randall Wright,Great
Jamroe (Joe and Mary),Exactly what my mom wanted!
Shawn R,Battery lasts days. Came in so quick! I’m in love with this series!
Sparky,Awsome gift he loves it
Priscilaoliveira ,"Believe it or not, I replaced my apple watch 1 with this model. This one's (SE2) screen is a bit larger but not by much. In my opinion these watches are well worth the money. BTW get a screen cover."
David S,My daughter is very happy with this item. No complaints.
Melissa Brakstad,The SE has almost all the features of the Apple Watch 8 at a fraction of the price.
Melissa Brakstad,I'm not a techno guy.  Bought this for my wife for Christmas.  Said it worked with the iPhone SE.  Problem was her phone was a first gen iPhone SE.  Obviously we needed to upgrade phones so we did that.  But the watch needs charged just about every day.  Very disappointed in battery life.
William R Wilson,Awesome Cyber Monday find! My son was shocked & loves it! Great quality.
Amazon Customer,I love my new Apple Watch its so convenient running everything I need on it from my wrist. The battery life is the only think I’d criticize it really only lasts 30 hours or so it needs to be charged daily pretty much
Dawn Poole,"I'm only giving this part starts. It does make me very mad I go to set up watch and Apple gives you a cord but no way to charge the phone. The plug you need is their newest plug. Come on Apple, Jobs would be ashamed of you. I have to now drive over 30 miles to get a plug"
Amazon Customer,"It was a gift, she loves it."
Jim A,Works well
Homeowner,"Tal y como en las fotos, producto original de la Apple."
Linda A.,It is easy to set up and use I have very small wrists and it doesn’t look big on my arm .
Shawn R,I needed a new watch and this works out great. The battery needs to be charged often but overall a great buy.
Sparky,Just what I had expected. Good packaging and new
Lucas,Its much better than my old series 3. No issues here. Great experience with seller
Reu,Easy yo use
Reu,"I love the watch, it's super useful and easy to use, plus it motivates you to be on the move. My only problem is that the strap barely closes and I will have to buy another one so that my wrist does not continue to suffer. I was hoping it would be bigger or have more holes."
andy,The product worked well for the grandson.
D Thomas,So far it’s working well and I’m pleased. Definitely a good compromise price wise if you don’t need the blood oxygen level or body temperature options that the series 8 has.I’ll update if anything changes or if it quits working as it should.
Thomas Bruley,                    The media could not be loaded.                 It was delivered super fast thanks
Jayden,"Delivery was very effecient and the Apple Watch lives up to the quality which we have become accustomed too. In my opinion, it's the best smart watch on the market, especially when paired with an apple watch."
Jayden,great watch
Frank James Cheff,"Band will not stay fastened and falls off frequently, causing it to shatter"
Michael Wo,"Iba a comprarlo en apple directamente , me compre el de 44mm, en apple me costaba aprox 310 dólares, aquí me costo 239 porque le bajaron el precio. Es completamente original, viene todo sellado, es nuevo. 100% RECOMENDADO"
NJ Grandmother,Love the apple watch!
Brianna White,"Excelente producto, lo recomiendo"
Brianna White,Like it so far. Just start using so am not sure about battery life
Shawn R,"Loved it , but would not pair with my 7+ phone"
Sparky,Did not have Alexa no ekg for heart no oxygen have to purchase app to 9.99 month
Lilieth Ramos,Simplemente perfecto!
Alejandra Soto,Got this for my boyfriend's birthday. He loves it. Wears it everyday and it's super useful
Jayson & Jennifer Lyons,Price to high
elizabeth F,"My second iwatch. Been wearing it for 3 days and I think it’s terrific. Display is bright, the features are excellent, the price was right. Time will tell. Hope it lasts for years"
Kathryn,this watch has been great since purchase.
W Myers,Bought as a gift to replace broken watch.
Amazon Customer,excelente
Ugene,Perfect
Briana Brodrick,It’s apple great product!
Travis decker,Love being better able to track my health and sleep
Travis decker,Love it
