Reviewer Name,Reviews
Sergio Herrera,"                    The media could not be loaded.                 El reloj está muy bien construido, se siente bien al lucirlo, he cambiado la pulsera, pero la original es igualmente cómoda. Hay mucha carátula, pero no encuentro algo sobrio con facilidad. La batería está bien, pero esta lejos de modelos como el Verge Lite, que durama más.de.tres semanas. En general es buena elección."
James M.,"Nice watch, heart tracker pretty accurate and amazing  battery life but I think it's little bit overpriced!"
WickedClownz,"I really have liked the watches from Amazfit--they don't always have the most functions, but the battery life is usually much better than the android or apple alternative. They don't do as much, but you also don't have to recharge every day.I got this upgrade because I wanted the upgraded sensors to monitor sleep, blood oxygen levels and sleep.  Over the Amazfit Bip S, when it monitors sleep I get deep sleep and now REM sleep as well as other measures. The Bip S has older sensors --not bad, but don't monitor as much.I like the new screen and the crown.  It does not have the same battery life as the Bip S, but I was able to get over a week with 30% left.The only thing--I think we'll need new 3rd party extra charging cables, as the 3rd party charging cables for the Amazfit GTR 2 e will not work, the charging pins are a bit narrow compared to the new conntor for the GTR 3"
WickedClownz,"Overall great watch in general. Many capabilities. Amd I am happy with it.Things I didn't like are the bulky crown button which is being pressed accidentally all the time.In addition once bluetooth calls are enabled it takes priority over the phone in answering calls , whick results in 5 sec delay anytime I try answering the phone."
acdcman75,"This watch is definitely one of the best on the market, if not the best. There are so many different features that I didn’t know I needed until now, like the suggestions about if it is good weather to workout outdoors. I also love the stress level measurement as I check it periodically throughout my workout and my work day so I know if I need to take a break to bring my stress levels down. The blood oxygen level measurement is also very unique and helpful to check during my workouts, as well as the heartbeat monitor.The workouts itself have a ton of options making it easy to customize my workout and track it accurately! I also love that I can customize my own goals and change them as I feel I need to. Of all of the amazing benefits, my favorite of all is the extended battery life! I’m not worried about charging my watch every night and love that I can go days without having to take it off, especially since I can then track my sleep at night. I cannot recommend this watch enough!!!"
Lori Burris,"Sin duda el mejor en precio calidad!Mejores que la anterior generación, cumple con todo lo que dice en su descripcion.la batería dura 5 días full seguimiento.GPS mejorado.Recomendado !"
Lori Burris,"Watch has a lot to offer, also pretty lite, build quality is nothing to brag about, battery life is awesome. Does most of what the more expensive one do but at a far less cost.Right now I'm wearing another watch as this one sits in a drawer. Not as many bells and whistles but I like the one I'm  now wearing better"
JTC,Battery life is ok can get 4 or 5 days easily
Amy Rether,The battery life and the sleep features are tops.  I could not have ask for a better smartwatch at this time. Thank you.
Amazon Customer,"Nice watch. Great to sink with phone for calls and messages. If that's all you want, it's fine. I bought primarily as a fitness tracker and it is wildly inaccurate. The past few days I track about a thousand steps on my drive to work while traveling 80 mph on the interstate.... I find i have to remove it when i drive to keep from throwing off my steps by a ton. The heart rate tracking is so far off it's not worth using. No matter how I position it or how tight it's on it's not even close. After 20 minutes on my bike my chest mounted tracker has me at 165ish while the watch clocks in around 75... I will be returning for a second unit to see if this one is defective. I had the same issues with the GTR 2 I bought 2 years ago. Wanted to see if the newer models were an improvement since the reviews are great but so far it has been a let down again.Update: after using daily for a month, instand by the 1 star. Nice watch, crap fitness tracker. It will at times track correctly but if at any time you bump something at stop your current workout, it's over. Apparently  your heart can drop from 170bpm to 80bpm in the few seconds it takes to start a new workout on the watch.  Once this happens the watch is incapable of getting back on track and your heart rate will stay at a wildly inaccurate range. Back to the chest strap. Would not recommend this product."
Mark,"Okay, I have an iPhone and this is not an iWatch, I didn’t expect that. What I wanted and expected I did get, and more. This watch synced great and stays synced. It tracks everything I want and more. It shows my notifications and calls without having to look at the phone. And I only need to charge it for about an hour or two every 2 - 3 WEEKS!  I can actually track my sleep every night since I don’t need to charge it every night. If you want an iWatch, get one, if you want just a watch with lots of perks, this is great."
Scott Clark,"I absolutely love a good watch that seamlessly connects my physical lifestyle to a digital graph. As someone who lives on the road, the battery life here is top notch. The tracking is extremely accurate, and the different workout modes are robust. The ONLY problem I have is my lifestyle is too integrated to the Google family that WearOS is critical for me. Ive realized you sacrifice battery life with WearOS, so honestly I may come back after testing the upcoming Pixel Watch this fall since Amazfit has the absolute best quality and tracking."
L. Henry,"Very good watch, filled with a lot of apps and stuff."
Sergio Bolaños Rodríguez,Valores de saturación y frecuencia cardíaca  muy similares a productos médicos.GPS trabaja super bienMonitoreo de sueño muy completoSeguimiento de entrenamiento muy satisfactorio
Works2much,"I'm very happy with this watch.  Unlike the Fitbit I have,  this watch at my current settings will last 7-8 days per charge.  I have to have my phone on silent often and routinely miss calls and texts until now.  The sleep monitoring has been a game changer. The accuracy of the sleep score to how my days go is motivation to do better in that area.  The price point on this watch made it worth a try. I made the right decision."
betsyb,Good for the price. Lot off watch faces available. Compare to Apple watch heart rate & steps are correct. But is ok for me as I am mainly using it as watch with calling features.
Yooo,I did a lot of research and watched a lot of YouTube reviews before buying this watch. This is my first smartwatch and I was going to get the apple watch 7 I really had to think what my main reason for a smartwatch was. I always have my phone with me and think most people do as well so I really just wanted to track my health and sleep. I’m not gonna use it to buy coffee or anything like that so this was just perfect for my needs. It has alot of features and is pretty accurate with the new OS update. The battery is amazing and the watch faces are great. Once this went on sale for $200 I was like add to cart. It’s been great and exactly what I expected. One of the best things I’ve bought off Amazon
Jim,To find new faces you have to try several apps. Battery life is only good if you change the right settings.  You can get any where from one day to a week or so depending on how many settings you turn off. They should have more than 2 buttons to program. Compass seems accurate within a few degrees to true north. But for the price it does what it says so I'm just ok.
Shawn,"Long life battery,  wonderful watch. Amazing watch."
JTC,Works good. Great battery life
Amy Rether,Night for 2 reasons#1 Sleep#2 BatteryEither battery sensor don't work or in using right needs better video to show how these work.
Amazon Customer,Very nice watchI really recommend it
María F.,Cannot answer the phone
Jerome Holderman,"I was interested in this unit because of the long battery life and overall functionality.  Not being someone who lives on his phone and smart watch I found that the features that attracted me were basic heart rate, sleep, show messages and perhaps other features as I get to use it further.  It is a little big for my wrist and I considered returning it for the GSR 3 but decided to keep it.  Overall it suits my needs and I am especially glad that I don't have to constantly charge it."
Jerome Holderman,"I was in the market for a smartwatch for a while now, but I couldn’t find a model that fit my taste until this one. I love the classic big round screen display, and the leather band adds elegance and value to the watch.  I love the different watch face options, with convenient heart rate reading/steps/breathing rate. Some allow you to see the entire week’s weather forecast, humidity level, etc., and super easy to read incoming text messages and pick up calls (loud and clear) without holding a phone in your hand.  The one-button health measurements allow you to measure your heart rate, stress level, and breathing count at once. And a reminder for standing and walking every hour to keep up with healthy well-being.  One other cool feature: I started to wear this watch last Thursday. Almost a week into it, there’s still 20% battery life left. This is so cool, all the other smartwatches my friends own, they practically needed to charge them every day."
Orlando Palma,A lil bit misleading regarding answering Bluetooth calls on their adverstisement because you can see notification but you aren't able to answer through phone like other smart watches.
Orlando Palma,"I have read some mixed reviews on the Amzfit GTR3. I, however, am finding it truly ""amazing."" It has many features lacking in other watches. It even includes a compass and calendar! The GPS works very well. It gives a ton of information and the Zepp app for your phone (mine is Android) works very well, again with lots of information. I recommend this watch very highly. And, oh, it is very good looking too!"
Salim,"Having owned two Fitbits and a couple of cheap knock-off smartwatches, I have to say the battery life on this one is amazing. After wearing the watch 24 hrs a day for 7 days, I decided to charge it up again even though it still had a 40% charge.So far the data collected looks accurate, and the sleep algorithms seem accurate, but the formula used for calculating kcal gives results that are 1/10 of what my Fitbits told me in the past. If I were only burning 300 kcal a day, while eating well over 2,000, I would be looking at getting gastric bypass surgery like, yesterday. Something is very wrong.Aside from that, it's a good watch. Good readability, easy to operate, decent app."
@youcantseeme,"Wondering how the sensor is even keeping proper track of my heart rate? Hahaha it's been less than 90 days... There is no way my heart rate is being tracked anymore, pretty ridiculous. Oh and contacting the company for replacement....  hahahaha The Amazon support was like,,, oh you can just call them, NOT! 🤣 make sure to get a piece of paper to write down all the BS you need from their support page,,, now wouldn't it be easier if Amazon supported the watch. I don't know... over it for today. 🤯"
Yackov,This watch is a huge upgrade from my gtr. I love the crown and the haptics. The screen is super clear and its nice to see so many health details on the watch rather than having to look at the app. I put a case and a new band on it. Its a little bigger than I would prefer but thats not a big issue. Its super light weight and great overall.
Briana ,"Coming to the GTR 3 from a Galaxy Active Watch 2 which died from water damage. The GTR is very comparable to the GAW 2, short to more limited notification interactivity, such as being able to answer messages and picture previews. Besides that, fitness tracking is on par with the Samsung. The GPS seems slightly more accurate and health functions are equally as good. After having all that said, the GTR 3 does all this while lasting magnitudes longer than the GAW2. I used to charge my watch every day, and now I easily get more than a week with the same use. Really impressive stuff. UPDATE: You're now capable to answer to text messages after a new firmware."
Julián Soto,"What an awesome watch! After 10 days of non stop use, I got 50% battery life left. The Zepp OS and app is purpose driven unlike the afterthought wear OS. Comming from my 8 year old LG Urbane, this is a huge upgrade. The app turns all you equipment into smart fitness trackers. Even my 25 year old bike has brains now. Well done Amazfit (Zepp)!"
E7Grunt,Muy útil y excelente reloj
JTC,"El GPS es lento, tomar fotos desde el reloj no es fácil se desempareja fácil del celular.Buena duración de la batería y muchas funcionalidades."
Amy Rether,Returned. Face too big on wrist
Clyde Hilliard,"Los materiales se sienten de gran calidad.Las funciones son suficientesSi no te interesa hablar desde el reloj como los power rangers escoge este y no el PRO.La batería me dura más de 7 días con uso constante debido al entrenamiento 4 o 5 días por semana.La app es intuitiva, hay suficientes carátulas para cambiar.Nota. Las fotos son tomadas através de la app de Amazon no son tan buenas y hacen parecer la pantalla con colores malos así como la calidad pero en realidad se ven muy bien."
Rajwant,"Switched from a fitbit to this smartwatch - I couldn't be happier.  Battery life is incredible, display is crisp, and there are more features on this watch than I know what to do with.  Importantly, the watch actually easily syncs to the app on my Android phone.  Firmware updates take about a minute.  GPS is fantastic."
sean  biglane,"My husband is not a tech savvy person but he loves his watch. I purchased the pro because it said he could quick reply to texts, you can't. I was very disappointed with that."
William Bean,"El reloj tiene un bonito diseño, no molesta en la muñeca y las funciones son completas.Con la pantalla siempre encendida (always on) la batería ronda los 3 días con todos los sensores monitoreando.Un excelente smartwatch.Lo único que no me gustó es que aunque sí sincroniza con Google fit, los datos no son tan precisos y las rutina de ejercicios no las reconoce el app de Google, por lo que me quedé con la aplicación Zepp."
AntiEmerej,I've got every single setting on and notification turned on and my battery still last 7-10 days I workout 5 days a week and use it for my workouts and barely puts a dent in my battery. If samsung were to make a smart watch they should take notes from this company.  If you're on the fence buy this watch.
Juan Antonio Sucre F,I love this watch for its appearance and style. I bought it to work out on the treadmill for my heart rate. Unfortunately this watche's technology is not accurate. I have used it several times and the heart rate is never right. I have had it checked out multiple times. The distance tracker and steps are usually off by quite a bit. This watch is great looking and I love how you can change the face.
Diego Quitiaquez,"This watch has been a pleasant surprise!!  Love the battery life, answering calls on my watch along with all the tracking is far above expectations!!  I can receive sms messages and would be great to reply to sms messages on the watch along with answering calls!  But I imagine that update is coming I’m hoping bud I can answer calls and all that on my watch and it’s wonderful.  Great watch and I highly recommend it"
Brent McKee,La batería no dura solo para 8 días y es mucho se descarga más que todo en la noche mucho la verdad no se por que debería tener un asesor para solucionar el problema
Arif,"In one word, excellent"
Arif,"Llevo más de 1 mes probando este reloj y todo excelente, lo único que no me gusta es que las esferas que están en la tienda son algo caro con respecto a las funciones, deberían haber más esferas gratis, pero en función todo muy bien."
Steven,"So far, I haven't really used all the apps, but I love the watch, battery life is outstanding and communication with my phone seems great.  I feel like this is a very good watch for a great price.  I had a previous Amazfit that was rectangular shaped and smaller.  It worked great but I much prefer the size and readability of this watch!"
JTC,"The only thing I don’t like is that I can’t customize the faces on the watch! And there a lot of the free but most of them have to be purchased. Other than that, the watch is awesome!"
Amy Rether,This watch has a ton of features. Setup is a breeze and everything so far work flawlessly.
Curtis H.,"Muy sastisfecho con Amazfit GTR 3 Pro, excelente funciones! Recomendado"
Trung thanh Nguyen,Is an excellent smart watch. Tracks my steps and even my reps at the gym with perfection. The only issue I have is that it doesn’t always automatically connect to my phone. You have to open the app and allow it to sync. A minor problem for a good smartwatch.
Trung thanh Nguyen,"I'll try and keep this short and sweet.  The watch has a great display and seems to track all my activities.  However, when I tried to add ""music"" to it, it would say it added all my songs but then would only play a few of them.  I tried rebooting the watch, doing a factory reset, and then starting all over with the same results.  It would not download all of my songs properly.  I contacted Amazfit support and they took a couple of days to respond.  But when they responded, they had no solution to my problem!  I liked the display, the sleep tracking, receiving texts, and having my activities monitored, but without music, it didn't fit my needs.  Also, the battery was just ""so-so"" with about six-(6) days of battery life, but then again, I was playing around with it a lot.  I returned the watch and sent back to my Garmin Vivoactive 4.  My Garmin did everything well except for the ""sleep tracking"" part, but that was not a real priority with me."
Amit Kumar Roy,"It took many attempts to pair gtr3 pro to zepp. Although paired, the link frequently failed and was extremely difficult to reconnect. I had a whizkid try to resolve problems and get it working, he had a very difficult time as well.Additionally, Alexa has never worked. He tried everything but watch kept reporting a failure.He finally succeeded in getting calls and messages to the watch. Unfortunately it kept failing to allow giving a response to the message.I purchased the watch to provide monitoring of my heart, stress level,oxygen and sleep quality. And possibly get alerts if results exceeded limits when working in the garden etc. Also I thought the watch would receive calls if the phone was nearby. Not the case. If the phone was in my pocket it worked, otherwise nothing.Consequently. The watch is very frustrating to setup and to keep it linked to zepp, and unreliable for monitoring. I plan on talking to colleagues who have Samsung and other brands to see if the are experiencing similar problems."
Banana76,"Yes, it's not 100% accurate but no watch is let's get realistic... If you want it to be 100 percent accurate go buy each individual thing. Compared to my Fitbit it's pretty much the same thing and I like this wayyy better than Fitbit it's so much prettier and clear, more like a watch and just as good. Step count is alot lower than Fitbit but I always thought Fitbit was a bit to high for step and calorie count I feel like this is more accurate. Definitely worth it for me!"
Amazon Customer,"Size is perfect. Love the battery life. Features are excellent. Display is tough. Great watch, fitness tracker, etc."
Amazon Customer,battery duration is amazing one charge is enough for 15 days
bob,"3 days on less than 100% charge & still at 75%, battery life is on par if not better than my daughters Amazfit band 5. Zep App has menstrual tracking for ladies, sooo many workouts (you can customize your list of workouts on the watch), customize the widgets, the app list, your most used for display. Music player controls Audible! Still twerking the setup but so far it's amazing! Pairing did take a bit but only because I couldn't get my phone to scan the QR code, after it was paired haven't had issues with connection."
Amazon Customer,"This product exceeded my expectations. All features are accurate, the watch looks great and feels great. The app is easy to use and has very detailed stats. Only thing is the battery life is not as advertised, but still very good. One full charge can run 12-14 days depending on how many and how often you use certain features."
Niva Suwal,"Not as nice as my Garmin, but worth the cost for non-serious exercisers."
GAnderson,"I had to post this review. I had my watch on doing yard work  then oh no!..I didn't.Rain was coming and I looked everywhere...couldn't find it and was really irritated. It rained, I worried....still couldn't find it  24 hours later I found it. IN THE BOTTOM OF A 5 GALLON BUCKET OF WATER!!  I was sure it was done for  NOPE! it is still 100% working. So, for that reason alone, I would give it 10 stars if I could!!"
JTC,"This is an awesome smart watch, it has a lot of functionality. Had zero issues with phone alerts and the readings for heart rate and oxygen levels look about right.The battery will last about ~18/20 days depending on use, I go for a run 5 days a week and use the watch to track it.So far very happy with the performance, I upgraded from a Amazfit Bip so this is a nice upgrade.My wife has an Apple Watch 3, I would not trade it for this watch, the battery life, price range and functionality are much better.Very happy with it!"
Amy Rether,"Battery life boasted 21 days however mine lasts 5. Other than that  love the look, love the feel and the features!!"
Gemless Ear,"I have been in tech for over 30 years so connecting via Bluetooth should be very easy, not with this watch/software.  Also no phone support, wait a few days for an e-mail.  Returning this watch without ever getting a chance to use.  Purchase only if you are willing to be frustrated."
Kristin,"This smart watch works better than the Fitbit that I had. The battery and app is 100 times better. I did have 2 problems with the watch when I first purchased it. 1) the band irritated my wrist, purchased a new band and all is well.2) I had to factory reset twice because the heart rate monitor stopped working. It's been good ever since. I still love this watch and would recommend buying it."
Kristin,"I normally don't write reviews however after owning this product for about a month now I must say it's AMAZING. Lets start off by saying I am a Apple fan so buying this was a concern. I am an outdoors kind of guy who likes a variety of activity. I was on the fence between apple watch and the GTR. It does all that's needed and then some for 1/2 the price. If you are looking to send messages from your watch and you have a iphone,  allegedly you can't do that. Other then that , I read messages, download music, use health monitor and get to customize my screen. BUY IT IF you are on the fence, you will NOT regret it."
Shanna,"Build quality is better than expected, I'm impressed, it went through 20 % of battery in two days! My previous one had to be plugged in every 12 hours"
Shanna,The Battery Life on this watch is ridiculous.  I don't even know how long it lasts.  I charge it once a week.  This has the standard features.  Easy to upload music.  The watch doesn't always stay connected to my phone..  but the battery life is so good that I almost don't care about anything else!
Derik Rossi Teixeira Melo,I have an Apple Watch series 7 and a Tag Connected. the Apple eco system is almost impossible to beat. The quality of the Connected is as you'd expect from Tag. I have had this for two days and it's still at 93% without taking it off. The faces are gorgeous. if you want a beautiful smart watch and don't need all that apple gives you this is hands down the best watch. I already ordered my second one
Derik Rossi Teixeira Melo,It really is a great watch but as far as using ALEXA It works about 20% of the time. I have written to customer service and they never answer.  Horrible customer service
H. Drallmeyer,"When I first received the watch, even the quality of the box felt SO premium and I immediately felt in love with the design. I changed the strap right away and it is definitely one of the most beautiful smartwatches I’ve ever seen. I was so excited and then became so disappointed when I started charging the watch and saw that the screen was defective and had a white line. I’m still deciding if I will purchase it again because honestly, for $249 you could also get an Apple Watch SE with the guarantee of the quality and same or even more features.Lastly, the app is great for sleep tracking, HR, steps, etc. But for strength training is not the best and it is also not very intuitive."
H. Drallmeyer,"I hear bibs on my watch when I was in the shower; next, a message showed out of battery - for this case returned. The second time I didn't pay attention to that, but I realize the screen was frozen and I couldn't syn because was not connected. after trying many things I reset to factory (I hold x 15 seconds for the 2 only bottoms); reset to factory, reinstalled the app, and connected back."
Armando Díaz,It has a very nice screen and good battery life. You can also play music and answer calls with it.But the sleep tracking doesn't work sometimes.
Javier B,"Great look, quality is awesome , battery life is good  , nice sport tracker, i recomend it"
baby girl,Battery life is excellent
Falcon,"I love that watch looks good on the wristIt is important to know that this is an independent operating system of amzfit and therefore the number of applications is very limitedThe more animations on the clock you choose, the shorter the battery life will be and if you turn on the heart rate monitor and the oxygen in the blood, the battery will be reduced."
Falcon,"Sleep tracker is off, it does not detect all sleep and def does not properly track awake times. Put 1300 steps on my watch when I got up in the middle of the night, it said I had a perfect sleep with no awake times. Another time I was awake for an hour before it detected I woke up. It has said I was asleep while simitaniusoly was swimming, I was asleep. It has also said I was sleeping while at work.The get up an move every 12 hr thing is wrong as well. Actively out walking while using the activity log and it tells me I have been sitting too long and I need to get up and walk.The temperature thing is not what was implied it does outside temp, yet it still has a weather ap, but the temp thing is wrong only says 86-88 degrees regardless of what it actually is.Step thing is not accurate, I have not figure out what percentage of accuracy it is yet, seems inconsistent.It does not record breathing correctly, you can hold your breath or you can hyperventilate and it still says 15-18 breaths a minute.Stress level indicated is bogus as well, during a full blown panic episode it says you are calm.The watch face itself is LARGE, I have large wrist and it is nearly wider than my wrist, however it is more comfortable then the Fitbit I had.it does detect when it is fully submerged in water, but it doesn't stay tracking swimming it cuts in and out or logs hours of swimming when you didn't.I am sure a lot of other features don't work correctly as well."
Alexander L.,I am hard on watches.  This is my first watch that was over 40 bucks and it has been amazing.  Very tough.  Only thing thats annoying is the constant notification on your phone that the watch is connected.
JTC,"I actually splurged and bought a smart watch. In reality I find the only use for it is tracking my walks and exercise. Having Alexa on my watch is dumb because it has to be connected to my smartphone so why not just use the smartphone to tell Alexa to do something. Also the sleep monitor is a joke. Every time you move it lights up, totally annoying. I could have just paid about half or less and got a exercise tracking watch. Well I guess I made a bad choice for me."
Amy Rether,"Llego en perfecto estado, y ha funcionado correctamente"
Crys,"I find it very good in monitoring sports training. GPS works very well. I'm not so sure about the other sensors. In daily use I am getting up to 6 days of use with sleep monitoring and heart rate monitoring every 5 minutes, also with a cycling workout once a week."
Edwin Campos,"The physical watch is great, lightweight and looks and feels quality.The nurse said graphics are outstanding, crisp, clear and easy too read.The speaker and microphone work well. The Alexa feature works fairly well, but can only respond on screan.The cons-I don't see any way, with normal use to get thebattery to last more than 4, maybe 5 days. The upside ls it does charge back up surprisingly fast.The functions 95 pecent sports tracking. And very little health tracking, which as Septagenarian I find lacking.The Zepp interface app works well but could be more user friendly.There is a selection of watch faces (not hundreds) many just Varients of each other, not impressive.My conclusion isThis watch could be a great watch when (I hope) firmware & software updates catches to the watch's potential."
dante jaramillo,This watch is great. The only thing I found that it has some problems with is the sleep and nap data. Some mornings it is correct and some it didn't even catch that I was napping or sleeping. But I still would definitely recommend. I wish it had payment options like others but it's ok. Maybe they will make it possible one day so I can pay in stores.
jim g.,This smart watch has great battery life. Getting almost 2 weeks one one charge. Make sure to download AmazFaces for more watch faces. The few issue I had was at first I wasn’t receiving all notifications. The app would not even show all the apps on my phone to allow notifications. After a few hard resets it started to work. The other annoying thing is that is veryLimited on locations for weather and because  this your location could be off by cities. This needs to be addressed by Amazfit. This not a smart watch for small wrist.
Skylor K.,There is nothing about this watch that I don't like. Everything about this watch is perfect for me.
Marco,"I love the watch for its price, but it has a kind of plastic cheap feeling. No hebrew support, and some stop watch issues.The app is a little confusing and not that user friendly, but again for the price its a bargin"
kobi,Love this watch.  Being able to set custom vibrations for different types of notifications is great.  Step tracker is accurate and being able modify the ending mileage after a treadmill run in case it gets off is a nice touch.  The only thing it is missing is being able to send a reply text.  Hopefully that comes to iphone users eventually.
Luis Cruz,"So far day 3 of use and I'm impressed. It is fantastic looking, excellent battery life and great fitness tracking. The Zepp app is a much better compared to Apple Health app. The watch looks sleek and polished. Beautiful. The fitness tracking seems accurate. It had sleep analysis which natively is missing from the Apple Health app. So all this is a great alternative to Apple Watch for iPhone users. Zepp app has a huge collection of watch faces. These are all free."
Dan,"Overall, I'm satisfied with this product and I'm happy I purchased it. It works as described. I wish it was able to detect steps when using a walker, but I'm happy with it."
Cesar Moreta,Excelente
JTC,"Nice watch, amazing potential. Does not work with Tattoos . Heart rate monitor and other functions do not 'read' through tattoos. After hours of trouble-shooting, restarts, factory defaults, app re installs, CS etc...turns out my watch does not work well because of my tattoos.**Buyer Beware** If you have tattoos on your sleeve, it is not worth the price of the watch."
Amy Rether,"Es muy fácil de usar, muy intuitivo. Su apariencia es muy bonita y tiene todas funciones necesarias para hacer deporte y controlar signos vitales. Aunque hubiera sido mejor si Alexa funcionara en Colombia."
Darin Bradley,"La batería fácilmente me puede durar las dos semanas. La pantalla ya se rayó pero bueno, duró bastante sin hacerlo y resistió. Muy buena compra. En internet hay muchas webs y aplicaciones para agregar faces personalizadas, recomiendo mucho este smartwatch."
Sal,"Wow, I was a Garmin user and decided to change since the battery lasted only 1 day.This monster fully connected and synchronized with my phone, charged to 100%, day 4 it's 94%.During the night it only took 1% of the battery.This watch is amazing. Higly recommended."
Zachary Thraen,Great watch so far I like it a lot The watch works really good I really like it and it is pretty nice watch not sure if I should’ve got the pro or not but I know the pro was more money but it does a couple a little more features who knows maybe down the road
cougar56,"The is well made, it tracks sleep very well and very good battery life"
Pfn,"I love this watch. Long battery life, lots of apps, tracks alot of stuff. Big face and easy to read, Very comfortable watch band. I would recommend to anyone."
RCS2011,"I realllllly want to leave a better review for this watch. Works underwater, great battery, excellent sport settings and scanners, and is pretty cool overall. But I cannot for the life of me get the phone to keep a static BT connection to make calls with my last phone, and my new Pixel 6 cannot even get to that point. The camera BT button does not work either. I purchased this product specifically for the ability to talk into my wrist like a secret agent. :) I hope I can find a work around, because I have had it to too long to return. :("
Bryant Hayward,"I loved this watch when I first saw it, and wore it for a couple of weeks. I loved how big the screen was, and all the cool things I could do with it. Then it started unpairing just because. I would simply pair it again, but the main reason why I wear a smart band is to keep my cell phone in silence. After some days, one morning my cell phone (Xiaomi) had only 5% batt when I woke up, and by the next day I had needed to recharge it at least 3 times. I tried deleting the app, cleaning caché, reinstalling, but the problem persisted. Even uninstalling the app the batt would end sooner than before. Then I reset the phone to factory settings and checked it was working well. Once I confirmed that, I reinstalled the app. It started draining the app after an hour. So now I'm back at my xiaomi smart band, and I will stick to it. And this expensive watch is just sitting there. I don't even want to sell it because I don't want anyone to experience the same issues."
mauricio ramriez almeciga,"Pese a ser mi primer reloj de este tipo, me parece buen reloj, no presenta fallas, alta durabilidad de la batería y todo lo ofrecido lo cumple a cabalidad."
Gigi,Love my GTR 3Pro. The battery life is what does it for me. It sometimes miscalculate my steps however I’m willing to overlook that. It does a great job letting me know how little sleep I am getting and keeping me on track of my fitness goal. This is definitely a keeper.
Gigi,This watch is the answer to a round faced smart watch that apple does not sell. Only problem I’ve had is staying synced to the iPhone. The description says that it has its own network connection so why the need to connect to the phone to get weather updates?
Turtleman,"Impressive and elegant. I don't care passes, meters to climb mountain neither run a marathon, not at all. Just get connection with my cell phone. Hour, day, date, battery, weather, messenger, WhatsApp, news, calls, etc."
JTC,I am enjoying  every  bit of things that I have so far known about the this cute watch.
Amy Rether,I got it for the GPS to keep track of different walking routes for a better accurate idea of distance & calorie burn. First time owning a smart watch of any kind & I am not at all disappointed. And the battery life is amazing.
John B. Sherrill,"Happened to check my heart rate jokingly after me and the wife “exercised”… and pulse was a high of 136BPM and I hit the aerobic range for 1 minute… seems like this watch is pretty accurate if you ask me, the wife agreed to!"
Kimbo,My girl be wearing all the time she be happy about all it offers.
Angelo,This was a gift for husband
Angelo,Como se pueden cargar canciones desde un iphone? Una de las ventajas que le veia a este reloj era el poder correr con musica y sin el telefono. Pero no se puede. Si alguien sabe como aviseme.
Rudo Trotman,I have tried many different smart watches but this one seems to surpass all the others.  Does everything it says plus so much more which will probably take me a year to figure out.  Very happy with this purchase!!!
Rosie,It’s a cool watch. Clearly leans heavily towards Android users. The navigation/gps part of the watch doesn’t work for iPhone. Huge let down. The music app sucks portion sucks too. It’s cool though and works for what I need.
Amazon Customer,This is a very good watch. You really don’t need to do much besides wear it and it tracks everything that you need. The reading seem very accurate and battery life is pretty good. Great value
Amazon Customer,"I got the watch for 10 days now and still got 35% of battery life.The watch is light and the screen is bright enough that you can view all the details under bright sunny sky.The watch comes with a lot of activities such as running , swimming , elliptical,  treadmill.I could also store music on the watch and listen it without your phone while joggingHealth tracking featuring BP , O2 and stress measurement is also available if one needs to measure them.The Zepp app is easy to setup and use"
Anisley,"Pros:  Gorgeous amoled big screen.  Very bright indoor and readable outdoors.Great battery life.  Very customizable.  Over a hundred watch faces.  The phone app is very intuitive and customizable, easily the best phone app.Con:  Only con, wish there were more always on watch faces."
Michael S. Stark,You can actually make calls but when someone calls me that number will remain on screenThe dial icon don't show anymore 😔How can I fix this?
Mike V.,Desde hace ya muchos años siempre he comprado estos relojes para realizar deportes y esta marca nunca me ha dejado descontento. Siempre lo que publican funciona a la perfección.Gracias
JTC,The battery doesn’t stay more than five to six days mostly
Amy Rether,"Works really well, I'm about to track all my steps, runs as well as the length of time spent in calorie burning zones during my workouts."
TG,Muy resistente la batería 🔋 de larga duración
